year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,10351861.728,8306569349.33,802.422749414,0.0956116273697,1769.02119336
2002,11670468.0,9127553848.41,782.106925653,0.0678728166886,1724.23292829
2003,10985000.209,8198452166.49,746.331543969,0.0190258414817,1645.36252183
2004,11420508.9771,8424934950.52,737.70223091,0.00724355374027,1626.33833826
2005,11535737.421,8448740326.08,732.39707335,0.0,1614.64258791
2006,11566612.5001,8449882847.8,730.540843112,-0.00253445884209,1610.55034272
2007,11539939.597,8269298701.91,716.580761312,-0.0215952693065,1579.77394639
2008,11382530.642,8155709035.38,716.511054694,-0.0216904452987,1579.62027118
2009,11020908.911,7667955052.74,695.76430716,-0.0500176304942,1533.88199157
2010,10836036.04,7606986504.15,702.008232168,-0.0414923028611,1547.64734864
2011,10723332.94,7379557211.41,688.177570602,-0.0603764055821,1517.15627215
2012,10469268.69,7001779145.92,668.793528302,-0.0868429808947,1474.42221249
2013,10267052.28,6803185225.31,662.623023607,-0.0952680619325,1460.81871784
2014,10773591.614,6739079812.91,625.518402252,-0.145929953828,1379.01786961
2015,10831056.358,6552435807.1,604.967381807,-0.173989897257,1333.71108993
2016,10201447.25,6387489247.88,626.135595406,-0.145087250906,1380.37853363
2017,2537269.7,1531583316.97,603.634417331,-0.175809899718,1330.77243645
