year,quarter,generation (MWh),final CO2 (kg),index (g/kWh),year_quarter,change since 2005,index (lb/MWh)
2001,1,20021073.0,12112063997.5,604.965777685,2001 Q1,0.154429225847,1333.70755348
2001,2,22338303.01,12858146047.5,575.609796401,2001 Q2,0.0984105153718,1268.98935715
2001,3,25804819.01,15307403369.9,593.199408374,2001 Q3,0.131975987804,1307.7674157
2001,4,19730184.01,11211646510.6,568.248451454,2001 Q4,0.0843631889587,1252.76053608
2002,1,22076261.0,12174580858.8,551.478389335,2002 Q1,0.0523616269798,1215.78925713
2002,2,23336810.0,12944719393.4,554.691039324,2002 Q2,0.0584921837436,1222.87186529
2002,3,27694652.0,14874811177.2,537.100490635,2002 Q3,0.0249249238171,1184.09174165
2002,4,21863240.0,11902116456.6,544.389416052,2002 Q4,0.0388340552709,1200.16090663
2003,1,22571272.0,12903322270.8,571.670142065,2003 Q1,0.0908926486212,1260.3039952
2003,2,23718157.01,12797303799.1,539.557259599,2003 Q2,0.0296130665166,1189.50793451
2003,3,26595637.01,14381759350.5,540.756340788,2003 Q3,0.0319012196969,1192.1514289
2003,4,21999974.0,12556697146.8,570.75963575,2003 Q4,0.0891551700096,1258.29669298
2004,1,23900926.54,11627771535.8,486.498777207,2004 Q1,-0.0716360702319,1072.53520423
2004,2,24384969.61,12819818497.9,525.726244606,2004 Q2,0.00321995715413,1159.01607886
2004,3,27149772.23,14835192082.4,546.420498732,2004 Q3,0.0427098798081,1204.6386315
2004,4,22736640.27,12360979489.1,543.659016563,2004 Q4,0.0374402664855,1198.55066792
2005,1,22513548.42,11931667942.6,529.977226157,2005 Q1,0.0113319157507,1168.38779279
2005,2,22950490.65,11923938448.5,519.550480658,2005 Q2,-0.00856497789104,1145.40098966
2005,3,25800934.05,13706938674.0,531.257459417,2005 Q3,0.0137749278105,1171.21019503
2005,4,21351905.05,10972298366.0,513.879128834,2005 Q4,-0.0193873657621,1132.89792743
2006,1,20330725.92,9723952704.62,478.288514777,2006 Q1,-0.0873033480358,1054.43485968
2006,2,22417359.91,11160398232.0,497.846235095,2006 Q2,-0.0499822221828,1097.55180989
2006,3,26576784.37,13720536182.0,516.260206314,2006 Q3,-0.0148436617495,1138.14725084
2006,4,21596959.19,11452696437.7,530.292081259,2006 Q4,0.0119327397049,1169.08192234
2007,1,21279164.33,10270432597.3,482.652064622,2007 Q1,-0.078976580381,1064.05474167
2007,2,22364874.63,11079805483.2,495.41102584,2007 Q2,-0.0546292234493,1092.18314757
2007,3,27190878.06,14165810752.6,520.976583446,2007 Q3,-0.00584360951138,1148.54497587
2007,4,21743411.75,11179102086.4,514.137441487,2007 Q4,-0.0188944392411,1133.4674035
2008,1,21272467.31,11125342509.9,522.992577578,2008 Q1,-0.00199657777694,1152.98943653
2008,2,23314447.44,11905588554.6,510.652829549,2008 Q2,-0.025543968868,1125.78522802
2008,3,25570534.28,12957448184.0,506.733572406,2008 Q3,-0.033022912564,1117.14483373
2008,4,22224806.87,10758667335.2,484.083726717,2008 Q4,-0.0762446034249,1067.21098392
2009,1,21288483.39,10210496470.5,479.625358154,2009 Q1,-0.0847523094127,1057.38206459
2009,2,22306462.94,10551502629.0,473.024461897,2009 Q2,-0.0973485054895,1042.8297287
2009,3,25953777.35,13254963968.4,510.714251327,2009 Q3,-0.0254267604282,1125.92063847
2009,4,21377766.33,11242367917.6,525.89067277,2009 Q4,0.0035337280882,1159.37857719
2010,1,23080183.53,11167776731.8,483.868627701,2010 Q1,-0.0766550672886,1066.73677663
2010,2,24959237.3,12135833072.6,486.226118481,2010 Q2,-0.0721563727252,1071.9341008
