year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,7066076582.77,6.69785420662e+12,947.888708559,0.0195422122314,2089.71544689
2002,7383741946.05,6.80906884241e+12,922.170478352,-0.00812012943707,2033.01703657
2003,7417125315.03,6.93352285798e+12,934.799206362,0.00546323871268,2060.85833035
2004,7447636428.64,6.92838220033e+12,930.27932643,0.000601688677219,2050.89380305
2005,7710140667.1,7.16827139874e+12,929.719924479,0.0,2049.66054551
2006,7529424169.01,6.96645732378e+12,925.231089045,-0.00482815879811,2039.76445891
2007,7763667098.43,7.15075258907e+12,921.053478777,-0.00932156606932,2030.55449931
2008,7612077562.86,7.07714538394e+12,929.72586334,6.38779639502e-06,2049.67363832
2009,7026956725.78,6.50274318211e+12,925.399633992,-0.00464687307765,2040.1360331
2010,7421413112.19,6.81342806254e+12,918.076916019,-0.0125231353581,2023.99236906
2011,7133843593.4,6.47938368292e+12,908.259845914,-0.0230823046806,2002.3496563
2012,6857477240.91,5.96948196484e+12,870.507003542,-0.0636889878097,1919.11974001
2013,6941149860.35,6.12445689437e+12,882.340392816,-0.0509610802301,1945.20763
2014,6884216024.08,6.05820185461e+12,880.013328086,-0.0534640541569,1940.0773831
2015,6545132312.3,5.49099231398e+12,838.942904738,-0.0976391032935,1849.53352779
2016,6336174069.32,5.13201187671e+12,809.954370029,-0.128818960739,1785.62540417
2017,1529034501.33,1.23594395651e+12,808.31659157,-0.130580543357,1782.01475778
