fuel category,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,40061494.0,415841000.0,412474000.0,39608855250.0,39288148500.0,40260314210.0,1004.96287557,2215.54115549
Coal,2002,38226630.0,398199000.0,394753000.0,37928454750.0,37600223250.0,39582332544.5,1035.46487212,2282.78585708
Coal,2003,38091410.0,399002000.0,394469000.0,38004940500.0,37573172250.0,40239185755.5,1056.38477955,2328.90588499
Coal,2004,39810556.05,417168320.0,411455130.0,39735282480.0,39191101132.5,40490059027.9,1017.06841213,2242.22902139
Coal,2005,40143533.85,419822550.0,414755930.0,39988097887.5,39505502332.5,40951491556.1,1020.12672101,2248.97136914
Coal,2006,40442855.17,423752740.0,417880270.0,40362448485.0,39803095717.5,41879896372.4,1035.53263478,2282.93524664
Coal,2007,41275362.03,431003380.0,425299210.0,41053071945.0,40509749752.5,44022616786.7,1066.55919225,2351.33639524
Coal,2008,43840260.15,453056140.0,447729090.0,43153597335.0,42646195822.5,44368790538.3,1012.05582235,2231.17826596
Coal,2009,39706817.31,410046480.0,405928280.0,39056927220.0,38664668670.0,40238029140.3,1013.3783533,2234.09391768
Coal,2010,43643806.88,454188440.0,448842530.0,43261448910.0,42752250982.5,43107263068.8,987.706301316,2177.49731188
Coal,2011,43702296.69,456620450.0,451561070.0,43493097862.5,43011191917.5,43522713751.7,995.890766576,2195.54078399
Coal,2012,40115664.71,416365120.0,412927270.0,39658777680.0,39331322467.5,40340292234.8,1005.59949652,2216.94465002
Coal,2013,43492375.83,450546750.0,450546750.0,42914577937.5,42914577937.5,44317230759.1,1018.96550633,2246.41135526
Coal,2014,42665010.58,442660320.0,442660320.0,42163395480.0,42163395480.0,44290908347.3,1038.10845808,2288.61390669
Coal,2015,36167168.94,380388240.0,380388240.0,36231979860.0,36231979860.0,39292559791.5,1086.4151368,2395.11081058
Coal,2016,30403392.1,319809780.0,319809780.0,30461881545.0,30461881545.0,33057446070.3,1087.29466638,2397.04982151
Coal,2017,7435925.88,77982460.0,77982460.0,7427829315.0,7427829315.0,7918057437.36,1064.83813383,2347.54214984
Natural Gas,2001,12872200.0,132236000.0,131880000.0,7017764520.0,6998871600.0,7172055199.58,557.174002857,1228.3458067
Natural Gas,2002,17293016.0,148705000.0,147970000.0,7891774350.0,7852767900.0,8266729384.72,478.038613086,1053.88392641
Natural Gas,2003,18932641.0,171779000.0,171478000.0,9116311530.0,9100337460.0,9746054100.9,514.775202303,1134.873411
Natural Gas,2004,28264942.74,245863610.0,244869870.0,13047981782.7,12995244000.9,13425961033.9,475.004006106,1047.19383186
Natural Gas,2005,28893013.32,223577880.0,222231310.0,11865278091.6,11793815621.7,12225495496.3,423.129818996,932.831998958
Natural Gas,2006,32869047.41,254136120.0,252952580.0,13487003888.4,13424193420.6,14124625715.7,429.724218641,947.370012416
Natural Gas,2007,38469220.8,287507610.0,285780850.0,15258028862.7,15166389709.5,16481567185.6,428.435170843,944.528177639
Natural Gas,2008,38822429.19,292703540.0,291693870.0,15533776867.8,15480193680.9,16105480399.2,414.849887944,914.578062962
Natural Gas,2009,34739169.62,268696400.0,267879330.0,14259717948.0,14216356043.1,14794854538.0,425.883943105,938.90374097
Natural Gas,2010,29675941.99,228966160.0,228317130.0,12151234111.2,12116790089.1,12217407175.5,411.693997096,907.620585998
Natural Gas,2011,23252699.6,184826550.0,184284740.0,9808745008.5,9779991151.8,9896302251.07,425.597991687,938.273332474
Natural Gas,2012,30295010.5,235156590.0,234701090.0,12479760231.3,12455586846.3,12775111077.2,421.690267353,929.658363406
Natural Gas,2013,29684631.29,230342960.0,229628150.0,12224300887.2,12186365920.5,12584674406.0,423.945788076,934.630884393
Natural Gas,2014,27241878.69,213203870.0,212987470.0,11314729380.9,11303245032.9,11873592818.6,435.858075492,960.89271323
Natural Gas,2015,33657102.26,259142150.0,259097260.0,13752673900.5,13750291588.2,14911803232.0,443.050715325,976.749607005
Natural Gas,2016,34205127.94,265835510.0,265766290.0,14107890515.7,14104217010.3,15305994558.9,447.476606015,986.506925621
Natural Gas,2017,2783727.08,23644850.0,23587640.0,1254832189.5,1251796054.8,1334413142.98,479.36205836,1056.80159386
Nuclear,2001,28724076.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2002,30861911.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2003,28581053.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2004,28112609.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2005,25807446.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2006,24012231.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2007,26782391.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2008,29250496.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2009,30661851.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2010,31199935.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2011,31277863.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2012,31933916.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2013,31431080.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2014,32320917.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2015,32525595.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2016,32377477.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2017,8632801.0,,,0.0,0.0,0.0,0.0,0.0
Other,2001,590500.0,4017000.0,4005000.0,305191575.0,304279875.0,311809129.292,528.042555955,1164.12261886
Other,2002,269123.0,711000.0,634000.0,54018225.0,48168150.0,50707351.3548,188.417011384,415.384143298
Other,2003,1670863.0,591000.0,571000.0,44901225.0,43381725.0,46459885.7678,27.805921711,61.3009350041
Other,2004,1354625.6,545940.0,538500.0,41477791.5,40912537.5,42268551.0355,31.2031243434,68.7904079274
Other,2005,150602.46,489280.0,474100.0,37173048.0,36019747.5,37338150.3464,247.925235394,546.575973949
Other,2006,221923.32,793940.0,782620.0,60319591.5,59459554.5,62561967.5032,281.908036989,621.494458345
Other,2007,174686.61,548390.0,518430.0,41663930.25,39387719.25,42803287.6342,245.029013009,540.190962079
Other,2008,146427.18,597040.0,535750.0,45360114.0,40703606.25,42347734.5406,289.206788935,637.585286886
Other,2009,233746.57,678620.0,663120.0,51558154.5,50380542.0,52430650.1732,224.305538144,494.503989393
Other,2010,290206.76,734190.0,687000.0,55780085.25,52194825.0,52628247.6454,181.34742156,399.798525572
Other,2011,189018.79,586390.0,560250.0,44550980.25,42564993.75,43071209.056,227.867340892,502.356339731
Other,2012,145815.91,454840.0,436320.0,34556469.0,33149412.0,33999796.6912,233.169320763,514.045084555
Other,2013,70597.25,456440.0,456440.0,34678029.0,34678029.0,35811472.1693,507.264407173,1118.31511205
Other,2014,70754.14,608470.0,608470.0,46228508.25,46228508.25,48561141.6876,686.336399363,1513.09722604
Other,2015,121188.03,522850.0,522850.0,39723528.75,39723528.75,43079046.0408,355.47278094,783.675292861
Other,2016,110566.56,560540.0,560540.0,42587026.5,42587026.5,46215737.8472,417.990193846,921.501181352
Other,2017,7595.6,135440.0,135440.0,10290054.0,10290054.0,10969185.6329,1444.1499859,3183.77305891
Renewables,2001,7663002.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2002,7480983.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2003,7120253.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2004,7021409.61,,,0.0,0.0,0.0,0.0,0.0
Renewables,2005,6484058.71,,,0.0,0.0,0.0,0.0,0.0
Renewables,2006,6846471.4,,,0.0,0.0,0.0,0.0,0.0
Renewables,2007,6639309.86,,,0.0,0.0,0.0,0.0,0.0
Renewables,2008,7399559.89,,,0.0,0.0,0.0,0.0,0.0
Renewables,2009,6629665.8,,,0.0,0.0,0.0,0.0,0.0
Renewables,2010,6941066.89,,,0.0,0.0,0.0,0.0,0.0
Renewables,2011,9703478.89,,,0.0,0.0,0.0,0.0,0.0
Renewables,2012,8414586.53,,,0.0,0.0,0.0,0.0,0.0
Renewables,2013,8647301.79,,,0.0,0.0,0.0,0.0,0.0
Renewables,2014,11059941.64,,,0.0,0.0,0.0,0.0,0.0
Renewables,2015,12041071.5,,,0.0,0.0,0.0,0.0,0.0
Renewables,2016,13299638.75,,,0.0,0.0,0.0,0.0,0.0
Renewables,2017,3339099.85,,,0.0,0.0,0.0,0.0,0.0
