year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,5480614.0,47921039.3104,8.74373552131,2.59845737201,19.2764393303
2002,5456191.0,14335420.7953,2.62736784604,0.081285129397,5.79229515339
2003,6027961.0,23494731.7362,3.8976250404,0.604055557921,8.59270416407
2004,5470378.81,20634037.9493,3.77195778684,0.552337587507,8.31565813686
2005,5716754.62,13890894.1443,2.42985663505,0.0,5.35686193763
2006,7084343.67,10462288.7333,1.47681835053,-0.392219965069,3.25579373557
2007,5823581.56,10294430.0972,1.7677145913,-0.272502514838,3.89710358798
2008,6820215.98,7576312.98457,1.11086115261,-0.542828520586,2.44900449704
2009,7282348.38,7256638.34046,0.996469540017,-0.589906035754,2.19681674792
2010,6619990.0,8605168.90109,1.29987641992,-0.465039870596,2.86570755535
2011,6776218.85,25068382.1046,3.69946465123,0.522503261252,8.15583977011
2012,6610237.022,12858067.6143,1.94517497202,-0.199469242766,4.28833274332
2013,6884910.08,15021102.0692,2.18174266543,-0.102110538558,4.8098698802
2014,7064382.12,14094981.6728,1.99521790206,-0.178874229335,4.39865738688
2015,2036377.24,4732676.78145,2.32406682244,-0.043537470929,5.12363771675
2016,1740560.074,1005039.24511,0.577422899745,-0.762363387446,1.27298652478
2017,528500.251,1482775.47567,2.80562870664,0.154647836491,6.18528904666
