year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,14978906.42,4633739922.01,309.351016161,-0.112750980562,681.995250229
2002,15876579.122,4830242916.1,304.237007165,-0.127418459347,670.720905997
2003,21523336.336,7963976636.34,370.015898651,0.0612418453605,815.737050166
2004,23798891.024,8382226856.84,352.210817235,0.0101751276107,776.483967675
2005,24395607.101,8505848618.84,348.66312544,0.0,768.662726345
2006,22144598.598,7088933959.05,320.120228311,-0.0818638251257,705.737055335
2007,23355456.24,6879077413.2,294.538344381,-0.155235174326,649.339234023
2008,22958112.55,6573432840.78,286.322877217,-0.17879793897,631.227415112
2009,20241689.98,5440992650.62,268.801303448,-0.229051529011,592.599353582
2010,22250143.07,5497231570.27,247.064998772,-0.291393380185,544.679496293
2011,20107337.02,5179497770.1,257.592428323,-0.261199680929,567.888267482
2012,19290823.218,4353563255.46,225.680532461,-0.35272612446,497.535301865
2013,19851725.437,3442891589.37,173.430344898,-0.502584780999,382.344538363
2014,19625551.173,3353192065.05,170.858491336,-0.509961108964,376.674629999
2015,20105573.394,3584761926.47,178.296925744,-0.488626950387,393.073402495
2016,19275884.146,2339286675.86,121.358203761,-0.651932782948,267.546296011
2017,4143965.127,329313074.669,79.4681095465,-0.772077676851,175.195394306
