fuel category,year,month,generation (MWh),quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),datetime,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,1125766.0,1,10825000.0,10709000.0,1031081250.0,1020032250.0,2001-01-01,1075570436.71,955.41208094,2106.30147364
Coal,2001,2,965820.0,1,9540000.0,9440000.0,908685000.0,899160000.0,2001-02-01,936550802.424,969.694976729,2137.7895457
Coal,2001,3,1062622.0,1,10348000.0,10240000.0,985647000.0,975360000.0,2001-03-01,1042078936.92,980.667572208,2161.97972969
Coal,2001,4,943467.0,2,9253000.0,9158000.0,881348250.0,872299500.0,2001-04-01,930056891.123,985.786350898,2173.26458919
Coal,2001,5,639261.0,2,6444000.0,6353000.0,613791000.0,605123250.0,2001-05-01,662183644.364,1035.85803664,2283.65262759
Coal,2001,6,897062.0,2,8454000.0,8365000.0,805243500.0,796766250.0,2001-06-01,852301516.227,950.103243954,2094.59761162
Coal,2001,7,979075.0,3,9468000.0,9373000.0,901827000.0,892778250.0,2001-07-01,948826877.818,969.105408491,2136.48978356
Coal,2001,8,1006867.0,3,9980000.0,9883000.0,950595000.0,941355750.0,2001-08-01,993004794.052,986.232336597,2174.24780926
Coal,2001,9,539381.0,3,5678000.0,5591000.0,540829500.0,532542750.0,2001-09-01,564508489.621,1046.5857893,2307.3030311
Coal,2001,10,1018955.0,4,9876000.0,9849000.0,940689000.0,938117250.0,2001-10-01,985611782.985,967.277046567,2132.45897686
Coal,2001,11,915705.0,4,8833000.0,8740000.0,841343250.0,832485000.0,2001-11-01,887259098.309,968.93551778,2136.1152425
Coal,2001,12,957352.0,4,9928000.0,9832000.0,945642000.0,936498000.0,2001-12-01,973763277.897,1017.1423655,2242.39205898
Coal,2002,1,975297.0,1,9686000.0,9586000.0,922591500.0,913066500.0,2002-01-01,958963122.747,983.252406956,2167.67825637
Coal,2002,2,903764.0,1,9082000.0,9005000.0,865060500.0,857726250.0,2002-02-01,873310316.101,966.303499698,2130.31269543
Coal,2002,3,857933.0,1,8533000.0,8463000.0,812768250.0,806100750.0,2002-03-01,843021231.34,982.618958986,2166.28175698
Coal,2002,4,902681.0,2,8615000.0,8528000.0,820578750.0,812292000.0,2002-04-01,873759788.901,967.960762331,2133.96629663
Coal,2002,5,669779.0,2,6847000.0,6766000.0,652176750.0,644461500.0,2002-05-01,681047710.831,1016.82452097,2241.69133893
Coal,2002,6,882280.0,2,8706000.0,8632000.0,829246500.0,822198000.0,2002-06-01,826876528.989,937.204208402,2066.16039784
Coal,2002,7,1044069.0,3,10407000.0,10322000.0,991266750.0,983170500.0,2002-07-01,1025017583.02,981.752722298,2164.37205158
Coal,2002,8,975861.0,3,9731000.0,9654000.0,926877750.0,919543500.0,2002-08-01,962843063.317,986.66005027,2175.19074683
Coal,2002,9,881037.0,3,8608000.0,8533000.0,819912000.0,812768250.0,2002-09-01,865560393.377,982.433647369,2165.87321899
Coal,2002,10,1079479.0,4,10638000.0,10615000.0,1013269500.0,1011078750.0,2002-10-01,1053256266.94,975.707972958,2151.04579718
Coal,2002,11,1164672.0,4,13857000.0,13788000.0,1319879250.0,1313307000.0,2002-11-01,1114105162.48,956.582765343,2108.88236447
Coal,2002,12,1166007.0,4,11452000.0,11366000.0,1090803000.0,1082611500.0,2002-12-01,1110557478.09,952.444949378,2099.7601354
Coal,2003,1,1086501.0,1,10948000.0,10844000.0,1042797000.0,1032891000.0,2003-01-01,1058318723.43,974.061435222,2147.41584009
Coal,2003,2,980241.0,1,9563000.0,9467000.0,910875750.0,901731750.0,2003-02-01,931454017.319,950.229604065,2094.87618512
Coal,2003,3,946491.0,1,9403000.0,9309000.0,895635750.0,886682250.0,2003-03-01,908638900.917,960.007967236,2116.43356457
Coal,2003,4,944160.0,2,9221000.0,9126000.0,878300250.0,869251500.0,2003-04-01,839877610.555,889.550087437,1961.10212276
Coal,2003,5,887743.0,2,8615000.0,8532000.0,820578750.0,812673000.0,2003-05-01,865381899.49,974.811290531,2149.0689711
Coal,2003,6,578978.0,2,6012000.0,5911000.0,572643000.0,563022750.0,2003-06-01,594401781.454,1026.63966758,2263.32981114
Coal,2003,7,989120.0,3,9809000.0,9680000.0,934307250.0,922020000.0,2003-07-01,972042921.714,982.735079377,2166.53775599
Coal,2003,8,1068986.0,3,10535000.0,10406000.0,1003458750.0,991171500.0,2003-08-01,1045832884.55,978.341048944,2156.8506765
Coal,2003,9,838581.0,3,8300000.0,8193000.0,790575000.0,780383250.0,2003-09-01,840158878.679,1001.88160557,2208.74818764
Coal,2003,10,912305.0,4,8988000.0,8869000.0,856107000.0,844772250.0,2003-10-01,899836282.4,986.332731268,2174.46913935
Coal,2003,11,953165.0,4,9342000.0,9235000.0,889825500.0,879633750.0,2003-11-01,926695208.195,972.229580602,2143.3773334
Coal,2003,12,710218.0,4,7342000.0,7236000.0,699325500.0,689229000.0,2003-12-01,727385361.698,1024.17196086,2257.88950491
Coal,2004,1,903034.94,1,8836160.0,8726180.0,841644240.0,831168645.0,2004-01-01,871176119.472,964.720279231,2126.82232759
Coal,2004,2,949045.42,1,9242930.0,9127380.0,880389082.5,869382945.0,2004-02-01,917660783.864,966.93031179,2131.69456537
Coal,2004,3,984909.09,1,9720370.0,9600500.0,925865242.5,914447625.0,2004-03-01,958589190.628,973.276823578,2145.68608526
Coal,2004,4,925372.65,2,9112750.0,9000080.0,867989437.5,857257620.0,2004-04-01,910779487.106,984.229960877,2169.83337175
Coal,2004,5,614623.79,2,6275050.0,6200250.0,597698512.5,590573812.5,2004-05-01,666577642.628,1084.52951785,2390.95377505
Coal,2004,6,731106.27,2,7431190.0,7342170.0,707820847.5,699341692.5,2004-06-01,758515715.401,1037.49037113,2287.2512722
