fuel category,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,17035883.0,181731000.0,181731000.0,17309877750.0,17309877750.0,18659619961.3,1095.3127561,2414.72650209
Coal,2002,15337829.0,164922000.0,164922000.0,15708820500.0,15708820500.0,16484129849.3,1074.73683853,2369.36483422
Coal,2003,17048635.0,187580000.0,187580000.0,17866995000.0,17866995000.0,18178975449.4,1066.3009355,2350.76704239
Coal,2004,17380227.99,192289150.0,192289150.0,18315541537.5,18315541537.5,18330500716.8,1054.6755041,2325.13761635
Coal,2005,17823339.0,195550990.0,195550990.0,18626231797.5,18626231797.5,19414855813.5,1089.29397648,2401.45750055
Coal,2006,17085080.0,190485750.0,190485750.0,18143767687.5,18143767687.5,19399927569.9,1135.48941942,2503.29997405
Coal,2007,18356774.54,200816280.0,200816280.0,19127750670.0,19127750670.0,20730076255.6,1129.28751238,2489.62724979
Coal,2008,18331532.49,201591510.0,201591510.0,19201591327.5,19201591327.5,20093733153.6,1096.12947879,2416.52704893
Coal,2009,15611279.1,171684080.0,171684080.0,16352908620.0,16352908620.0,16938460856.6,1085.01428666,2392.02249638
Coal,2010,18600634.22,202044280.0,202044280.0,19244717670.0,19244717670.0,19730103098.3,1060.72206275,2338.46785954
Coal,2011,15055722.33,164548510.0,164338410.0,15673245577.5,15653233552.5,16344595757.9,1085.60688087,2393.32892957
Coal,2012,13987391.75,153708090.0,153105460.0,14640695572.5,14583295065.0,15407087877.2,1101.49827449,2428.36309594
Coal,2013,14880295.5,162389180.0,161704780.0,15467569395.0,15402380295.0,16076593341.6,1080.39476377,2381.83829621
Coal,2014,15579415.45,171104060.0,170577970.0,16297661715.0,16247551642.5,17102629930.5,1097.77096486,2420.14586912
Coal,2015,16013205.91,174076560.0,173472370.0,16580792340.0,16523243242.5,17296864429.3,1080.16249379,2381.32623381
Coal,2016,14329080.35,157620100.0,157224120.0,15013314525.0,14975597430.0,15406480446.1,1075.18975885,2370.36334236
Coal,2017,3650414.68,40201790.0,39934980.0,3829220497.5,3803806845.0,3887244647.7,1064.87755186,2347.62905082
Natural Gas,2001,20089.0,1417000.0,302000.0,75200190.0,16027140.0,17276860.4022,860.015949136,1895.99116147
Natural Gas,2002,16678.0,1292000.0,247000.0,68566440.0,13108290.0,13755250.0815,824.754172052,1818.25304771
Natural Gas,2003,25468.0,1091000.0,327000.0,57899370.0,17353890.0,17656910.9838,693.297902613,1528.4445561
Natural Gas,2004,27953.28,2345640.0,265080.0,124483114.8,14067795.6,14079285.4419,503.672035694,1110.39536989
Natural Gas,2005,26937.76,1928920.0,279970.0,102367784.4,14858007.9,15487087.4684,574.921131838,1267.47112725
Natural Gas,2006,67579.66,2216890.0,630110.0,117650352.3,33439937.7,35755107.7866,529.08090669,1166.41176689
Natural Gas,2007,105973.52,1905260.0,1090030.0,101112148.2,57847892.1,62693791.6093,591.598652279,1304.23838881
Natural Gas,2008,65658.7,1415250.0,584260.0,75107317.5,31006678.2,32447306.4292,494.181371687,1089.47225202
Natural Gas,2009,77761.82,1171900.0,781390.0,62192733.0,41468367.3,42953234.3524,552.369200623,1217.75313969
Natural Gas,2010,50979.6,892380.0,646200.0,47358606.6,34293834.0,35158784.455,689.663796009,1520.43280468
Natural Gas,2011,418192.69,4756170.0,4756170.0,252409941.9,252409941.9,263558225.96,630.231546993,1389.4084685
Natural Gas,2012,463998.36,5503280.0,5503280.0,292059069.6,292059069.6,308557135.449,664.996176817,1466.05057141
Natural Gas,2013,614231.25,7433820.0,7433820.0,394512827.4,394512827.4,411781956.598,670.402159769,1477.96860143
Natural Gas,2014,515453.89,6068340.0,6068340.0,322046803.8,322046803.8,338995525.41,657.664113099,1449.88630374
Natural Gas,2015,599206.18,6705860.0,6705860.0,355879990.2,355879990.2,372542354.624,621.726489243,1370.65821819
Natural Gas,2016,518436.73,5163100.0,5163100.0,274005717.0,274005717.0,281889503.294,543.729807288,1198.70673315
Natural Gas,2017,104181.63,1386630.0,1150540.0,73588454.1,61059157.8,62398511.2869,598.939671869,1320.4224006
Other,2001,497613.0,7914000.0,5981000.0,807653650.0,610294350.0,657882210.376,1322.07601163,2914.64877524
Other,2002,488819.0,7353000.0,6124000.0,746744175.0,621263275.0,651925744.248,1333.67513179,2940.22019555
Other,2003,421684.0,6968000.0,5629000.0,707122175.0,570410275.0,580370363.641,1376.31582806,3034.22587455
Other,2004,462109.44,8211710.0,4340870.0,825764559.75,436947457.0,437304332.899,946.3220074,2086.26149751
Other,2005,429540.27,7813240.0,4086780.0,784463177.75,412738523.0,430213636.33,1001.56764424,2208.05602849
Other,2006,430330.94,7895380.0,4129760.0,790628263.0,415752606.0,444536690.632,1033.01122302,2277.37654226
Other,2007,497688.26,7368990.0,4735800.0,747620957.75,478772258.75,518878858.481,1042.57805575,2298.46758171
Other,2008,536292.89,6949560.0,4650170.0,704647197.25,470045372.0,491884558.627,917.193883789,2022.0456362
Other,2009,602188.5,8047780.0,5406550.0,817530994.25,548049772.5,567673912.616,942.684745085,2078.24278901
Other,2010,691614.83,6794850.0,4513240.0,689727538.75,457072982.75,468601162.551,677.546435131,1493.71887089
Other,2011,793578.65,7882700.0,5082170.0,799339510.0,513638693.25,536324765.016,675.830637602,1489.93622366
Other,2012,808176.32,7973010.0,5141170.0,810053727.25,521065767.0,550500145.968,681.163419844,1501.69287539
Other,2013,794778.27,7806550.0,5121550.0,792644602.5,518662591.25,541366165.573,681.153707905,1501.67146445
Other,2014,693192.72,7315770.0,4736450.0,738743659.5,475757441.25,500795666.535,722.447960121,1592.70877288
Other,2015,816252.95,8585840.0,5426970.0,872744890.25,550248298.25,576011021.42,705.677108328,1555.73575302
Other,2016,791893.34,7986960.0,4977110.0,811731173.5,504557942.25,519075256.097,655.486326097,1445.08515451
Other,2017,197457.91,2002580.0,1211860.0,203727999.25,123004369.75,125702512.624,636.604087546,1403.4573714
Renewables,2001,6678902.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2002,9630380.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2003,8772940.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2004,8918477.05,,,0.0,0.0,0.0,0.0,0.0
Renewables,2005,9658960.72,,,0.0,0.0,0.0,0.0,0.0
Renewables,2006,10660545.77,,,0.0,0.0,0.0,0.0,0.0
Renewables,2007,9971056.76,,,0.0,0.0,0.0,0.0,0.0
Renewables,2008,10703652.95,,,0.0,0.0,0.0,0.0,0.0
Renewables,2009,10421505.92,,,0.0,0.0,0.0,0.0,0.0
Renewables,2010,10441819.34,,,0.0,0.0,0.0,0.0,0.0
Renewables,2011,13861048.97,,,0.0,0.0,0.0,0.0,0.0
Renewables,2012,12545216.04,,,0.0,0.0,0.0,0.0,0.0
Renewables,2013,11398021.33,,,0.0,0.0,0.0,0.0,0.0
Renewables,2014,13480957.05,,,0.0,0.0,0.0,0.0,0.0
Renewables,2015,11881951.19,,,0.0,0.0,0.0,0.0,0.0
Renewables,2016,12324059.43,,,0.0,0.0,0.0,0.0,0.0
Renewables,2017,3603371.72,,,0.0,0.0,0.0,0.0,0.0
