fuel category,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Natural Gas,2001,7325130.0,60444000.0,60125000.0,3207763080.0,3190833750.0,3271019454.79,446.547631891,984.458909266
Natural Gas,2002,6310420.0,55197000.0,55140000.0,2929304790.0,2926279800.0,3035884677.8,481.090747969,1060.61266297
Natural Gas,2003,5454996.0,42992000.0,42986000.0,2281585440.0,2281267020.0,2339979029.41,428.960723235,945.686810445
Natural Gas,2004,4783907.2,36751070.0,36733510.0,1950379284.9,1949447375.7,2000648882.65,418.203948992,921.972425948
Natural Gas,2005,5989390.25,45591600.0,44912670.0,2419546212.0,2383515396.9,2606841284.18,435.243184259,959.537124018
Natural Gas,2006,5780226.77,45333010.0,44173530.0,2405822840.7,2344289237.1,2383032468.23,412.273179419,908.897451346
Natural Gas,2007,6856771.98,53837470.0,53139900.0,2857154532.9,2820134493.0,2863998092.85,417.688979771,920.837124802
Natural Gas,2008,7197547.89,55716950.0,54632340.0,2956898536.5,2899338283.8,3005313018.84,417.546790208,920.523653693
Natural Gas,2009,7530357.78,59254880.0,57136800.0,3144656481.6,3032249976.0,3124988864.7,414.98544372,914.876909225
Natural Gas,2010,7583281.39,60290740.0,58416690.0,3199629571.8,3100173738.3,3206709446.41,422.865680632,932.249679522
Natural Gas,2011,8570904.24,67331620.0,65825440.0,3573289073.4,3493356100.8,3604154935.15,420.510465901,927.057373125
Natural Gas,2012,8185000.6,63818980.0,62973680.0,3386873268.6,3342013197.6,3415753953.93,417.318717598,920.020844818
Natural Gas,2013,6139090.42,49159250.0,48285580.0,2608881397.5,2562515730.6,2521278450.82,410.692509529,905.412706508
Natural Gas,2014,5962950.99,47323870.0,46555470.0,2511477780.9,2470698792.9,2498189303.38,418.951842397,923.621231748
Natural Gas,2015,6585942.5,52786320.0,51981350.0,2801370002.4,2758650244.5,2819057435.71,428.041610705,943.660534961
Natural Gas,2016,6295501.6,49590960.0,48870350.0,2631792247.2,2593549474.5,2595345554.35,412.253974227,908.85511158
Natural Gas,2017,1029673.97,10097290.0,9935010.0,535863180.3,527250980.7,532997822.522,517.637463946,1141.18355302
Other,2001,70003.0,3008000.0,1452000.0,228532800.0,110315700.0,113087935.361,1615.47269919,3561.47111264
Other,2002,644908.0,2130000.0,1128000.0,161826750.0,85699800.0,88909717.2835,137.864187269,303.935387254
Other,2003,58359.0,1652000.0,1162000.0,125510700.0,88282950.0,90555051.1374,1551.6895618,3420.85480795
Other,2004,48525.28,2115740.0,698900.0,160743346.5,53098927.5,54493550.9915,1122.99302531,2475.75042361
Other,2005,57169.82,2500950.0,823100.0,190009676.25,62535022.5,68394304.7199,1196.33584153,2637.44199624
Other,2006,32675.77,1523930.0,417440.0,115780581.75,31715004.0,32239146.5464,986.637699629,2175.1414726
Other,2007,33950.99,1317890.0,470470.0,100126692.75,35743958.25,36299909.9911,1069.18561112,2357.12659827
Other,2008,26333.88,377970.0,260160.0,28716270.75,19765656.0,20488117.4558,778.013625635,1715.20883907
Other,2009,17130.69,442830.0,224110.0,33644009.25,17026757.25,17547506.7126,1024.33157757,2258.24139592
Other,2010,11658.62,202360.0,144330.0,15374301.0,10965471.75,11342293.953,972.867625239,2144.7839666
Other,2011,13640.33,253840.0,169190.0,19285494.0,12854210.25,13261907.4532,972.257082728,2143.43796458
Other,2012,17874.22,191910.0,178070.0,14580362.25,13528868.25,13827379.6316,773.593456478,1705.46413415
Other,2013,19952.11,2900330.0,420520.0,220352571.75,31949007.0,31434867.6624,1575.51595607,3473.38247676
Other,2014,82853.06,718290.0,639550.0,54572082.75,48589811.25,49130451.2986,592.982942315,1307.29019463
Other,2015,107785.15,960420.0,866370.0,72967909.5,65822460.75,67263799.6731,624.05442376,1375.79038262
Other,2016,18643.66,125550.0,116880.0,9538661.25,8879958.0,8886107.53129,476.628920034,1050.77611711
Other,2017,,41220.0,23340.0,3131689.5,1773256.5,1792584.34383,,
Renewables,2001,106759.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2002,101436.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2003,107788.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2004,106987.24,,,0.0,0.0,0.0,0.0,0.0
Renewables,2005,6734.01,,,0.0,0.0,0.0,0.0,0.0
Renewables,2006,154822.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2007,159121.03,,,0.0,0.0,0.0,0.0,0.0
Renewables,2008,163384.02,,,0.0,0.0,0.0,0.0,0.0
Renewables,2009,149336.01,,,0.0,0.0,0.0,0.0,0.0
Renewables,2010,143779.01,,,0.0,0.0,0.0,0.0,0.0
Renewables,2011,137728.03,,,0.0,0.0,0.0,0.0,0.0
Renewables,2012,106161.0,,,0.0,0.0,0.0,0.0,0.0
Renewables,2013,57176.09,,,0.0,0.0,0.0,0.0,0.0
Renewables,2014,241610.46,,,0.0,0.0,0.0,0.0,0.0
Renewables,2015,252028.98,,,0.0,0.0,0.0,0.0,0.0
Renewables,2016,239525.7,,,0.0,0.0,0.0,0.0,0.0
Renewables,2017,101609.43,,,0.0,0.0,0.0,0.0,0.0
