year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,89130747.4,36126583250.8,405.321219721,-0.00205516264246,893.571160996
2002,96547977.0,38771288628.7,401.575360079,-0.0112778756625,885.313038831
2003,93720989.33,37842736457.5,403.780804364,-0.00584783244912,890.175161302
2004,97870969.1,40573032947.7,414.556362533,0.0206827613635,913.93095684
2005,102427005.63,41601336366.6,406.155936228,0.0,895.411377007
2006,99267605.77,41538594691.6,418.450655371,0.0302709330259,922.516314832
2007,103402141.67,42655545391.7,412.520908201,0.0156712518661,909.44359422
2008,100978004.82,41806789554.5,414.018771999,0.0193591551183,912.74578475
2009,100125486.48,37620339462.9,375.731901892,-0.0749072748234,828.33855091
2010,104022135.78,41547362884.0,399.40886209,-0.016612028869,880.536777363
2011,102972567.22,38530845071.3,374.185534182,-0.078714599971,824.929428657
2012,96755681.91,33878943428.0,350.149394426,-0.137894184983,771.939354951
2013,95249894.0,28347328561.9,297.61007988,-0.26725168012,656.111182104
2014,97162448.27,32458393523.2,334.063149921,-0.177500264986,736.475620317
2015,96539397.24,29534007189.4,305.926989745,-0.246774545298,674.446641592
2016,96817776.402,27638465455.8,285.468913695,-0.297144549096,629.344767131
2017,22332563.838,5450569529.71,244.063761297,-0.399088528499,538.062968156
