fuel category,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,29227782.0,294311000.0,287573000.0,28033122750.0,27391328250.0,2001 Q1,26476813136.9,905.878288571,1997.09927498
Coal,2001,2,25840637.0,265317000.0,259593000.0,25271444250.0,24726233250.0,2001 Q2,23433153775.0,906.833441257,1999.20500459
Coal,2001,3,29971212.0,306703000.0,300547000.0,29213460750.0,28627101750.0,2001 Q3,27177253077.4,906.778580641,1999.08405888
Coal,2001,4,26860817.0,273638000.0,267968000.0,26064019500.0,25523952000.0,2001 Q4,23807376520.3,886.323618537,1953.98904943
Coal,2002,1,27477112.0,292056000.0,287036000.0,27818334000.0,27340179000.0,2002 Q1,24930654058.7,907.324396345,2000.28736418
Coal,2002,2,25663449.0,277746000.0,274289000.0,26455306500.0,26126027250.0,2002 Q2,24579561979.0,957.765340857,2111.48947045
Coal,2002,3,31052057.0,328338000.0,324650000.0,31274194500.0,30922912500.0,2002 Q3,29939314593.9,964.165259451,2125.59873099
Coal,2002,4,29713822.0,305540000.0,302383000.0,29102685000.0,28801980750.0,2002 Q4,27632819521.1,929.965169782,2050.2012133
Coal,2003,1,29353333.0,303627000.0,299607000.0,28920471750.0,28537566750.0,2003 Q1,28036485464.6,955.138057563,2105.6973617
Coal,2003,2,26557257.0,273784000.0,269729000.0,26077926000.0,25691687250.0,2003 Q2,25022369462.9,942.204590741,2077.18424075
Coal,2003,3,31002141.0,320448000.0,316385000.0,30522672000.0,30135671250.0,2003 Q3,30068517527.4,969.885193651,2138.20889792
Coal,2003,4,29097143.0,299557000.0,295629000.0,28532804250.0,28158662250.0,2003 Q4,27947564074.9,960.491690709,2117.49998134
Coal,2004,1,30515458.82,311415450.0,305927150.0,29662321612.5,29139561037.5,2004 Q1,29060783292.6,952.329881847,2099.50645752
Coal,2004,2,26865144.99,277568720.0,272311770.0,26438420580.0,25937696092.5,2004 Q2,25613405677.4,953.406567765,2101.88011929
Coal,2004,3,30459018.44,312853290.0,307501960.0,29799275872.5,29289561690.0,2004 Q3,29025664217.8,952.941549151,2100.85493926
Coal,2004,4,29336161.09,306492050.0,299765430.0,29193367762.5,28552657207.5,2004 Q4,27919439987.3,951.707345131,2098.13401308
Coal,2005,1,31400228.65,322661570.0,316125470.0,30733514542.5,30110951017.5,2005 Q1,29126195337.6,927.579084286,2044.94084922
Coal,2005,2,28226676.95,290245990.0,284594970.0,27645930547.5,27107670892.5,2005 Q2,26325183630.1,932.634885671,2056.08686895
