year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2005,12,PA,10439511117.6,19084322.21,547.020271548,2005-12-01,4
2006,1,PA,9974240475.19,18510550.68,538.840829083,2006-01-01,1
2006,2,PA,9166418312.44,16782099.32,546.202125113,2006-02-01,1
2006,3,PA,10416432444.1,17514672.59,594.726072704,2006-03-01,1
2006,4,PA,8758324070.37,16162679.28,541.885656372,2006-04-01,2
2006,5,PA,9448454367.46,17731160.35,532.872873571,2006-05-01,2
2006,6,PA,10538423570.7,19238259.42,547.784669114,2006-06-01,2
2006,7,PA,12363792596.9,22042698.81,560.901943246,2006-07-01,3
2006,8,PA,12017037940.1,21324808.9,563.523827877,2006-08-01,3
2006,9,PA,8960765095.36,16703037.69,536.475176651,2006-09-01,3
2006,10,PA,9406272292.6,16616505.24,566.080060563,2006-10-01,4
2006,11,PA,9386616335.85,17212102.33,545.349786789,2006-11-01,4
2006,12,PA,10266239738.7,18973020.07,541.096762711,2006-12-01,4
2007,1,PA,9891556232.79,18641953.19,530.607288409,2007-01-01,1
2007,2,PA,9927010295.55,17791264.71,557.971030017,2007-02-01,1
2007,3,PA,10528267650.0,18168516.91,579.478649919,2007-03-01,1
2007,4,PA,10065076065.8,18125950.86,555.285410598,2007-04-01,2
2007,5,PA,9183684673.28,17938972.9,511.940383905,2007-05-01,2
2007,6,PA,10836658566.8,19581754.18,553.405913852,2007-06-01,2
2007,7,PA,11824868615.0,21314618.08,554.777410065,2007-07-01,3
2007,8,PA,12329524711.8,22301878.82,552.846906366,2007-08-01,3
2007,9,PA,9805398647.38,18058618.82,542.976112687,2007-09-01,3
2007,10,PA,9675736679.76,17133666.58,564.720728898,2007-10-01,4
2007,11,PA,9301648568.3,17628673.31,527.643141644,2007-11-01,4
2007,12,PA,10141963128.1,19402471.91,522.715001219,2007-12-01,4
2008,1,PA,10711344854.4,19963764.12,536.539341477,2008-01-01,1
2008,2,PA,10066626711.1,18244081.56,551.774923721,2008-02-01,1
2008,3,PA,9890839737.86,17577811.2,562.688927838,2008-03-01,1
2008,4,PA,8706116586.24,16628888.16,523.553739882,2008-04-01,2
2008,5,PA,8064334546.59,15910154.85,506.867131252,2008-05-01,2
2008,6,PA,10811683207.9,19933758.35,542.380569589,2008-06-01,2
2008,7,PA,11781892346.2,21247279.28,554.512989213,2008-07-01,3
2008,8,PA,10454631150.2,19586546.6,533.76592432,2008-08-01,3
2008,9,PA,9626807474.08,17838767.55,539.656534404,2008-09-01,3
2008,10,PA,9501631682.83,18112344.25,524.594251947,2008-10-01,4
2008,11,PA,9095273797.23,17828600.23,510.150751035,2008-11-01,4
2008,12,PA,10161277952.6,19479103.23,521.650192649,2008-12-01,4
2009,1,PA,10928587952.1,19969364.94,547.26767651,2009-01-01,1
2009,2,PA,8941738971.48,17600116.02,508.050001564,2009-02-01,1
2009,3,PA,8889252644.62,18281252.95,486.249638848,2009-03-01,1
2009,4,PA,8605687696.84,16536797.23,520.396276084,2009-04-01,2
2009,5,PA,8679012983.21,16940614.22,512.319852781,2009-05-01,2
2009,6,PA,9307530501.55,18417256.69,505.370080801,2009-06-01,2
2009,7,PA,10666336287.5,20386077.83,523.216696041,2009-07-01,3
2009,8,PA,11108862212.3,21105830.18,526.34092654,2009-08-01,3
2009,9,PA,8260357486.03,17011352.88,485.579103808,2009-09-01,3
2009,10,PA,8467725697.79,16795786.03,504.157750204,2009-10-01,4
2009,11,PA,9049787762.78,17178501.84,526.808906101,2009-11-01,4
2009,12,PA,10426073452.8,19273192.79,540.962442829,2009-12-01,4
2010,1,PA,10798883482.5,19614685.18,550.550946061,2010-01-01,1
2010,2,PA,9973420944.82,18267626.4,545.961512811,2010-02-01,1
2010,3,PA,9413339176.21,17683002.95,532.338268722,2010-03-01,1
2010,4,PA,8058640304.46,15765093.76,511.169830458,2010-04-01,2
2010,5,PA,8658655027.99,17450510.42,496.183482293,2010-05-01,2
2010,6,PA,11298820842.6,20477509.94,551.767323064,2010-06-01,2
2010,7,PA,12221966672.8,21817940.31,560.179673201,2010-07-01,3
2010,8,PA,11810295635.9,21428595.62,551.14650747,2010-08-01,3
2010,9,PA,10023589326.5,18901315.77,530.311722657,2010-09-01,3
2010,10,PA,8869564683.86,17708204.52,500.873178523,2010-10-01,4
2010,11,PA,9417424877.67,19180420.05,490.991586895,2010-11-01,4
2010,12,PA,10992878678.2,21457401.27,512.311744552,2010-12-01,4
2011,1,PA,11287682114.8,20879492.86,540.61093296,2011-01-01,1
2011,2,PA,9116411944.58,18317043.44,497.70106046,2011-02-01,1
2011,3,PA,7754699030.4,17032845.51,455.279126781,2011-03-01,1
2011,4,PA,8022391167.4,16027984.69,500.524009884,2011-04-01,2
2011,5,PA,9336111175.23,18137391.44,514.743876269,2011-05-01,2
2011,6,PA,10918443496.1,19013537.8,574.245761676,2011-06-01,2
2011,7,PA,12114170873.9,22433610.57,540.0009435,2011-07-01,3
2011,8,PA,11070282702.0,21268228.73,520.507976596,2011-08-01,3
2011,9,PA,9294871645.27,18703118.29,496.969088317,2011-09-01,3
2011,10,PA,8386640090.22,17975663.25,466.555251597,2011-10-01,4
2011,11,PA,8741862938.35,18329899.84,476.918205481,2011-11-01,4
2011,12,PA,8640789115.44,19195906.03,450.137081414,2011-12-01,4
2012,1,PA,9702663097.63,20768870.28,467.173368933,2012-01-01,1
2012,2,PA,7903782633.89,18258753.2,432.876360577,2012-02-01,1
2012,3,PA,8097329165.89,18059866.02,448.360422881,2012-03-01,1
2012,4,PA,6760026880.49,15623915.86,432.671741263,2012-04-01,2
2012,5,PA,8609596098.89,17438755.82,493.704722272,2012-05-01,2
2012,6,PA,9289715792.81,18407992.21,504.656656024,2012-06-01,2
2012,7,PA,11892742263.7,22373447.49,531.556089825,2012-07-01,3
2012,8,PA,10547873321.3,20897269.48,504.748877905,2012-08-01,3
2012,9,PA,8496822048.1,17522267.93,484.915656013,2012-09-01,3
2012,10,PA,8320200187.87,16766268.02,496.246402476,2012-10-01,4
2012,11,PA,8360726777.05,17625418.88,474.356203048,2012-11-01,4
2012,12,PA,9136503282.46,19676890.33,464.326584599,2012-12-01,4
2013,1,PA,9569296953.91,20927075.12,457.2687248,2013-01-01,1
2013,2,PA,8962123024.35,19330107.46,463.635447599,2013-02-01,1
2013,3,PA,9255157969.57,20075115.51,461.02638687,2013-03-01,1
2013,4,PA,8095401171.36,17578827.92,460.519962321,2013-04-01,2
2013,5,PA,9063982406.74,17895754.7,506.487854728,2013-05-01,2
2013,6,PA,9379702468.95,18748300.19,500.296153459,2013-06-01,2
2013,7,PA,10955084744.9,21868982.16,500.941683742,2013-07-01,3
2013,8,PA,9225277987.83,19901663.94,463.543049247,2013-08-01,3
2013,9,PA,8413151824.53,17602760.19,477.945034399,2013-09-01,3
2013,10,PA,6902605149.48,15634130.61,441.508729949,2013-10-01,4
2013,11,PA,6991169358.22,16806313.5,415.98470469,2013-11-01,4
2013,12,PA,9101514611.04,20400915.14,446.132663588,2013-12-01,4
2014,1,PA,9845058993.02,20420268.0,482.121928714,2014-01-01,1
2014,2,PA,8957267269.16,18734550.88,478.114865231,2014-02-01,1
2014,3,PA,9169577091.99,18776561.98,488.352292702,2014-03-01,1
2014,4,PA,7856210514.8,17075967.75,460.074101206,2014-04-01,2
2014,5,PA,7707317655.97,17048482.61,452.082324995,2014-05-01,2
2014,6,PA,8906904830.09,19347910.14,460.354878932,2014-06-01,2
2014,7,PA,8770247535.67,19820218.11,442.489960857,2014-07-01,3
2014,8,PA,8191279060.79,19265118.6,425.187055988,2014-08-01,3
2014,9,PA,7124150322.5,17370361.21,410.132537624,2014-09-01,3
2014,10,PA,6789781984.57,17441294.68,389.293461819,2014-10-01,4
2014,11,PA,7374059528.59,16912587.21,436.010140674,2014-11-01,4
2014,12,PA,8148246876.44,19410904.03,419.776784422,2014-12-01,4
2015,1,PA,9044289499.35,20575702.57,439.561636769,2015-01-01,1
2015,2,PA,8644311687.4,18442350.04,468.720725323,2015-02-01,1
2015,3,PA,8013247338.28,19482396.76,411.307060265,2015-03-01,1
2015,4,PA,6101735359.57,15492173.19,393.859227156,2015-04-01,2
2015,5,PA,7300602692.28,16092775.48,453.657152015,2015-05-01,2
2015,6,PA,7299213409.24,18057898.92,404.211666129,2015-06-01,2
2015,7,PA,8135782112.96,19897632.19,408.881922998,2015-07-01,3
2015,8,PA,8763570218.13,20218810.34,433.436491602,2015-08-01,3
2015,9,PA,7663601227.47,17973443.05,426.384705821,2015-09-01,3
2015,10,PA,5645139571.78,15534025.21,363.40481591,2015-10-01,4
2015,11,PA,6313453986.76,16419532.28,384.508759391,2015-11-01,4
2015,12,PA,5883501105.7,16972148.18,346.656241938,2015-12-01,4
2016,1,PA,7784634782.01,19547466.56,398.242644801,2016-01-01,1
2016,2,PA,6524798853.9,17295012.11,377.264775093,2016-02-01,1
2016,3,PA,4652804794.88,15049569.88,309.165300535,2016-03-01,1
2016,4,PA,5335143098.93,14686683.25,363.263986028,2016-04-01,2
2016,5,PA,5967769902.04,16736648.86,356.568985342,2016-05-01,2
2016,6,PA,7356460228.59,17943715.04,409.97420056,2016-06-01,2
2016,7,PA,9264739545.83,21749707.63,425.970762616,2016-07-01,3
2016,8,PA,9227361150.95,21634476.69,426.511871915,2016-08-01,3
2016,9,PA,7367449730.37,18615696.22,395.765468199,2016-09-01,3
2016,10,PA,5610607572.87,15671236.26,358.019461885,2016-10-01,4
2016,11,PA,5915724851.34,16959997.76,348.804577397,2016-11-01,4
2016,12,PA,7598245915.58,19418722.23,391.284546201,2016-12-01,4
2017,1,PA,6176710610.1,17428427.22,354.404360883,2017-01-01,1
2017,2,PA,4959174115.73,15216159.66,325.914963206,2017-02-01,1
2017,3,PA,6001749259.64,16438882.83,365.094716089,2017-03-01,1
2017,4,PA,4653204235.9,13915217.6,334.396799939,2017-04-01,2
2017,5,PA,5491249343.45,14878688.89,369.06809357,2017-05-01,2
2017,6,PA,6282525127.3,17201276.62,365.235980218,2017-06-01,2
2001,1,RI,208123679.65,423873.0,491.004804859,2001-01-01,1
2001,2,RI,203315255.53,443519.0,458.413857196,2001-02-01,1
2001,3,RI,261760976.633,589502.0,444.037469988,2001-03-01,1
2001,4,RI,208277060.204,450800.0,462.01654881,2001-04-01,2
2001,5,RI,292948361.053,658275.0,445.024284764,2001-05-01,2
2001,6,RI,279293207.368,620770.0,449.914150762,2001-06-01,2
2001,7,RI,319131092.093,695495.0,458.854617348,2001-07-01,3
2001,8,RI,351892939.102,789519.0,445.705472702,2001-08-01,3
2001,9,RI,341375816.529,762797.0,447.531671635,2001-09-01,3
2001,10,RI,332929702.341,745310.0,446.699631484,2001-10-01,4
2001,11,RI,249951960.257,570531.0,438.104082438,2001-11-01,4
2001,12,RI,335107339.395,751501.0,445.91735659,2001-12-01,4
2002,1,RI,330882313.73,744915.0,444.188013036,2002-01-01,1
2002,2,RI,257336336.475,572626.0,449.396877674,2002-02-01,1
2002,3,RI,227045879.13,499568.0,454.48443281,2002-03-01,1
2002,4,RI,206814540.327,458584.0,450.985076512,2002-04-01,2
2002,5,RI,226022980.802,503422.0,448.973189098,2002-05-01,2
2002,6,RI,238302229.064,530708.0,449.027014977,2002-06-01,2
2002,7,RI,267679535.588,597174.0,448.243787552,2002-07-01,3
2002,8,RI,258102517.959,591753.0,436.165964447,2002-08-01,3
2002,9,RI,246728066.265,556057.0,443.710026608,2002-09-01,3
2002,10,RI,232347612.439,527637.0,440.355040377,2002-10-01,4
2002,11,RI,339825445.862,796499.0,426.648929706,2002-11-01,4
2002,12,RI,293706937.44,677821.0,433.310471997,2002-12-01,4
2003,1,RI,222968558.045,514400.0,433.453650944,2003-01-01,1
2003,2,RI,234737484.207,529660.0,443.185221099,2003-02-01,1
2003,3,RI,233244201.937,559264.0,417.055633721,2003-03-01,1
2003,4,RI,119291401.677,280270.0,425.630291066,2003-04-01,2
2003,5,RI,107217794.434,257864.0,415.792023836,2003-05-01,2
2003,6,RI,185353474.089,424483.0,436.657001785,2003-06-01,2
2003,7,RI,276836076.664,634943.0,436.001462594,2003-07-01,3
2003,8,RI,251712689.328,561792.0,448.053175068,2003-08-01,3
2003,9,RI,221564630.355,514177.0,430.91120442,2003-09-01,3
2003,10,RI,222916726.708,433972.0,513.666150599,2003-10-01,4
2003,11,RI,194211069.365,539415.0,360.040171973,2003-11-01,4
2003,12,RI,160479973.734,370903.0,432.673701031,2003-12-01,4
2004,1,RI,185166490.629,427816.29,432.817765375,2004-01-01,1
2004,2,RI,152424938.896,364120.08,418.611736262,2004-02-01,1
2004,3,RI,112313366.631,270275.15,415.551953746,2004-03-01,1
2004,4,RI,133432065.688,317614.7,420.106706926,2004-04-01,2
2004,5,RI,214678131.298,513407.12,418.144047746,2004-05-01,2
2004,6,RI,214104733.123,520592.38,411.271354227,2004-06-01,2
2004,7,RI,182911409.405,433642.91,421.801913941,2004-07-01,3
2004,8,RI,218608836.983,539401.6,405.280290202,2004-08-01,3
2004,9,RI,146483523.633,362577.5,404.006105269,2004-09-01,3
2004,10,RI,133469517.082,317670.83,420.150371005,2004-10-01,4
2004,11,RI,181129096.327,443047.22,408.82571462,2004-11-01,4
2004,12,RI,180420323.946,429253.94,420.311398764,2004-12-01,4
2005,1,RI,170134607.429,389119.16,437.230095348,2005-01-01,1
2005,2,RI,167505519.398,411619.06,406.94305895,2005-02-01,1
2005,3,RI,150965381.36,351625.61,429.335569044,2005-03-01,1
2005,4,RI,204024365.932,505722.6,403.431379044,2005-04-01,2
2005,5,RI,237571228.647,522142.18,454.993367223,2005-05-01,2
2005,6,RI,292998624.729,625282.57,468.585946237,2005-06-01,2
2005,7,RI,301183378.469,655087.41,459.760596634,2005-07-01,3
2005,8,RI,312163624.995,669768.95,466.07658506,2005-08-01,3
2005,9,RI,247326450.459,508895.65,486.006218484,2005-09-01,3
2005,10,RI,224105023.156,524627.66,427.169667638,2005-10-01,4
2005,11,RI,183775320.499,426144.83,431.250850793,2005-11-01,4
2005,12,RI,186351178.768,463258.4,402.261845155,2005-12-01,4
2006,1,RI,178919204.057,464872.19,384.878269567,2006-01-01,1
2006,2,RI,141258374.474,360899.07,391.406867506,2006-02-01,1
2006,3,RI,134998163.58,352544.15,382.925552954,2006-03-01,1
2006,4,RI,104742111.433,254062.55,412.268992155,2006-04-01,2
2006,5,RI,197260171.638,474017.22,416.145581459,2006-05-01,2
2006,6,RI,218869667.076,527132.38,415.208162845,2006-06-01,2
2006,7,RI,318134158.637,765966.49,415.336914591,2006-07-01,3
2006,8,RI,246004178.268,596150.12,412.654749223,2006-08-01,3
2006,9,RI,243203481.91,592572.96,410.41947292,2006-09-01,3
2006,10,RI,300016061.008,729784.75,411.102124302,2006-10-01,4
2006,11,RI,169639744.084,443666.17,382.35897969,2006-11-01,4
2006,12,RI,162855550.086,406056.49,401.066241019,2006-12-01,4
2007,1,RI,208957135.135,513566.64,406.874432372,2007-01-01,1
2007,2,RI,227333754.818,570079.18,398.775753954,2007-02-01,1
2007,3,RI,156973251.386,375803.33,417.700533377,2007-03-01,1
2007,4,RI,182784389.292,422548.32,432.576301077,2007-04-01,2
2007,5,RI,198582046.008,503391.76,394.488074274,2007-05-01,2
2007,6,RI,191414741.664,476696.77,401.544029056,2007-06-01,2
2007,7,RI,320562185.45,770515.37,416.036068755,2007-07-01,3
2007,8,RI,356296688.223,857250.34,415.627351309,2007-08-01,3
2007,9,RI,304209690.548,738295.7,412.04315635,2007-09-01,3
2007,10,RI,271189551.526,657081.45,412.718319055,2007-10-01,4
2007,11,RI,197184887.583,477133.95,413.269455218,2007-11-01,4
2007,12,RI,288914380.355,687481.19,420.250596754,2007-12-01,4
2008,1,RI,278769720.802,671308.24,415.26336814,2008-01-01,1
2008,2,RI,209592540.299,511578.43,409.697766771,2008-02-01,1
2008,3,RI,194805548.451,494824.92,393.685808005,2008-03-01,1
2008,4,RI,303225713.071,743844.42,407.646686482,2008-04-01,2
2008,5,RI,203486489.871,486335.81,418.407375494,2008-05-01,2
2008,6,RI,265857111.156,633386.13,419.739395235,2008-06-01,2
2008,7,RI,344873263.717,810870.93,425.312156297,2008-07-01,3
2008,8,RI,273039379.437,669312.38,407.940130193,2008-08-01,3
2008,9,RI,242783771.621,613787.55,395.550173055,2008-09-01,3
2008,10,RI,269096209.831,672646.34,400.056008379,2008-10-01,4
2008,11,RI,191199750.465,469939.06,406.860733101,2008-11-01,4
2008,12,RI,249071637.573,609431.58,408.694996693,2008-12-01,4
2009,1,RI,253709146.438,631067.89,402.031462,2009-01-01,1
2009,2,RI,232434973.205,589236.13,394.468297803,2009-02-01,1
2009,3,RI,260438716.32,656656.8,396.613141477,2009-03-01,1
2009,4,RI,193855858.224,473022.09,409.824112493,2009-04-01,2
2009,5,RI,216985123.816,524648.36,413.582011037,2009-05-01,2
2009,6,RI,254899382.713,629631.28,404.839134919,2009-06-01,2
2009,7,RI,313742657.819,768460.86,408.274089352,2009-07-01,3
2009,8,RI,363685144.097,886310.82,410.335895592,2009-08-01,3
2009,9,RI,282869292.651,680703.86,415.554118719,2009-09-01,3
2009,10,RI,213674888.127,500975.31,426.5178021,2009-10-01,4
2009,11,RI,259364139.566,630051.92,411.655184807,2009-11-01,4
2009,12,RI,296877048.44,726059.16,408.888235003,2009-12-01,4
2010,1,RI,264766842.828,637127.89,415.563102767,2010-01-01,1
2010,2,RI,212877297.351,529419.37,402.095785333,2010-02-01,1
2010,3,RI,210169886.949,523491.08,401.477494037,2010-03-01,1
2010,4,RI,228510935.228,566609.13,403.29554031,2010-04-01,2
2010,5,RI,236289137.261,553059.9,427.239684635,2010-05-01,2
2010,6,RI,312847525.368,752622.91,415.676325038,2010-06-01,2
2010,7,RI,329205670.398,796242.8,413.448850524,2010-07-01,3
2010,8,RI,366309036.332,882874.88,414.904812256,2010-08-01,3
2010,9,RI,293174406.976,695820.86,421.336041831,2010-09-01,3
2010,10,RI,282092950.445,673735.86,418.699622794,2010-10-01,4
2010,11,RI,198307549.297,448552.44,442.105608203,2010-11-01,4
2010,12,RI,283500501.93,679161.9,417.426981594,2010-12-01,4
2011,1,RI,300466389.119,726421.95,413.625151497,2011-01-01,1
2011,2,RI,216369152.465,522368.84,414.207617102,2011-02-01,1
2011,3,RI,306271022.633,740274.13,413.726497011,2011-03-01,1
2011,4,RI,214551515.858,516246.89,415.598660281,2011-04-01,2
2011,5,RI,285374096.813,703747.88,405.506154864,2011-05-01,2
2011,6,RI,297719805.265,727327.97,409.333639768,2011-06-01,2
2011,7,RI,355211378.007,859590.98,413.233021602,2011-07-01,3
2011,8,RI,338483054.42,807153.13,419.354199147,2011-08-01,3
2011,9,RI,362434877.669,857112.85,422.85549408,2011-09-01,3
2011,10,RI,310968554.806,725722.33,428.495227378,2011-10-01,4
2011,11,RI,332635958.184,822180.53,404.577761266,2011-11-01,4
2011,12,RI,296931037.368,714125.12,415.796936773,2011-12-01,4
2012,1,RI,265250055.595,647567.87,409.609660829,2012-01-01,1
2012,2,RI,303513173.648,760792.92,398.943215256,2012-02-01,1
2012,3,RI,238626440.47,578971.42,412.155820179,2012-03-01,1
2012,4,RI,219861850.658,550639.41,399.284625592,2012-04-01,2
2012,5,RI,318416642.034,760043.38,418.945352874,2012-05-01,2
2012,6,RI,316143715.544,744919.4,424.399895537,2012-06-01,2
2012,7,RI,359894816.656,852759.01,422.035783189,2012-07-01,3
2012,8,RI,401705166.076,959148.59,418.814321643,2012-08-01,3
2012,9,RI,307898778.82,743766.98,413.972100267,2012-09-01,3
2012,10,RI,305400944.072,750768.49,406.784445724,2012-10-01,4
2012,11,RI,193477578.871,462463.98,418.362482785,2012-11-01,4
2012,12,RI,199392171.122,497194.37,401.034651944,2012-12-01,4
2013,1,RI,147037737.612,359395.83,409.124773683,2013-01-01,1
2013,2,RI,94035378.1531,215174.62,437.018911213,2013-02-01,1
2013,3,RI,129873913.199,317562.5,408.971188976,2013-03-01,1
2013,4,RI,221075601.709,551913.71,400.561895281,2013-04-01,2
2013,5,RI,289189642.985,724069.45,399.394896422,2013-05-01,2
2013,6,RI,244440779.686,608828.4,401.493720867,2013-06-01,2
2013,7,RI,324749651.329,790648.72,410.738224339,2013-07-01,3
2013,8,RI,290827926.705,709670.6,409.806925501,2013-08-01,3
2013,9,RI,282732314.869,690263.86,409.600344524,2013-09-01,3
2013,10,RI,242296530.765,600558.5,403.4520047,2013-10-01,4
2013,11,RI,152323404.588,365021.06,417.300318474,2013-11-01,4
2013,12,RI,114300809.931,283111.37,403.730906079,2013-12-01,4
2014,1,RI,168159732.855,407707.25,412.452152506,2014-01-01,1
2014,2,RI,108525749.825,279492.9,388.295193991,2014-02-01,1
2014,3,RI,116810359.978,303260.53,385.181546633,2014-03-01,1
2014,4,RI,188380501.957,493785.37,381.502801425,2014-04-01,2
2014,5,RI,195262932.274,496511.07,393.270047884,2014-05-01,2
2014,6,RI,265174280.056,672473.87,394.326518674,2014-06-01,2
2014,7,RI,323964304.96,795700.16,407.143697143,2014-07-01,3
2014,8,RI,312709697.266,766554.43,407.941934751,2014-08-01,3
2014,9,RI,300610239.34,736044.62,408.413065148,2014-09-01,3
2014,10,RI,258045536.664,575725.75,448.209128502,2014-10-01,4
2014,11,RI,146458731.926,367455.33,398.575608976,2014-11-01,4
2014,12,RI,161730704.879,413738.31,390.900965587,2014-12-01,4
2015,1,RI,129380375.204,334249.45,387.07730171,2015-01-01,1
2015,2,RI,151287049.837,353533.99,427.927877137,2015-02-01,1
2015,3,RI,180031970.765,469017.91,383.848818832,2015-03-01,1
2015,4,RI,140484001.739,346953.94,404.906777363,2015-04-01,2
2015,5,RI,322065498.261,787747.78,408.84342227,2015-05-01,2
2015,6,RI,343710054.366,830611.5,413.803630658,2015-06-01,2
2015,7,RI,389146890.572,932934.61,417.121292747,2015-07-01,3
2015,8,RI,396488781.245,950173.33,417.280477916,2015-08-01,3
2015,9,RI,200922909.451,500251.52,401.643776018,2015-09-01,3
2015,10,RI,218744718.343,498151.03,439.113251143,2015-10-01,4
2015,11,RI,241711375.375,531980.77,454.361114172,2015-11-01,4
2015,12,RI,170531883.704,437726.76,389.585237383,2015-12-01,4
2016,1,RI,137731884.816,347693.58,396.130077569,2016-01-01,1
2016,2,RI,138495003.658,359908.85,384.805774178,2016-02-01,1
2016,3,RI,247649658.102,632665.55,391.438506652,2016-03-01,1
2016,4,RI,161131462.604,404159.93,398.682429017,2016-04-01,2
2016,5,RI,271943568.549,680795.81,399.449533259,2016-05-01,2
2016,6,RI,266201571.742,647881.99,410.879721694,2016-06-01,2
2016,7,RI,328850621.297,808462.05,406.760739476,2016-07-01,3
2016,8,RI,307364141.165,770557.66,398.885323085,2016-08-01,3
2016,9,RI,246787574.568,618072.04,399.286100319,2016-09-01,3
2016,10,RI,162804236.259,423732.83,384.21435568,2016-10-01,4
2016,11,RI,169615572.556,432953.6,391.763857734,2016-11-01,4
2016,12,RI,164051394.693,430055.49,381.465644569,2016-12-01,4
2017,1,RI,180251368.313,351276.11,513.133011845,2017-01-01,1
2017,2,RI,163989966.442,323946.23,506.225883356,2017-02-01,1
2017,3,RI,185669425.786,456061.06,407.115279226,2017-03-01,1
2017,4,RI,187762180.226,419911.0,447.14756276,2017-04-01,2
2017,5,RI,200820942.359,487264.59,412.139413535,2017-05-01,2
2017,6,RI,230177906.973,553283.19,416.02186933,2017-06-01,2
2001,1,SC,3519171396.74,7645817.0,460.274081467,2001-01-01,1
2001,2,SC,2951281734.95,6638018.0,444.602852078,2001-02-01,1
2001,3,SC,2950448520.12,7385446.0,399.494968905,2001-03-01,1
2001,4,SC,2416274914.96,6371638.0,379.223508141,2001-04-01,2
2001,5,SC,3057660184.07,7188933.0,425.328791361,2001-05-01,2
2001,6,SC,3371038821.28,8243320.0,408.941885221,2001-06-01,2
2001,7,SC,3591736790.3,8637740.0,415.819044137,2001-07-01,3
2001,8,SC,3789922775.67,8918603.0,424.945787549,2001-08-01,3
2001,9,SC,3027337331.01,7270901.0,416.363437078,2001-09-01,3
2001,10,SC,2454125350.48,6963396.0,352.432254388,2001-10-01,4
2001,11,SC,2369253914.27,6889312.0,343.902833007,2001-11-01,4
2001,12,SC,2628331516.92,7005866.0,375.161545613,2001-12-01,4
2002,1,SC,3002782864.51,8407130.0,357.170980407,2002-01-01,1
2002,2,SC,2772260347.66,7597668.0,364.883059863,2002-02-01,1
2002,3,SC,3042230379.26,8031088.0,378.80675436,2002-03-01,1
2002,4,SC,2992134233.58,7097372.0,421.583402079,2002-04-01,2
2002,5,SC,3490200151.83,7567546.0,461.206334502,2002-05-01,2
2002,6,SC,3682436263.53,8602653.0,428.05821222,2002-06-01,2
2002,7,SC,4055437948.31,9463728.0,428.524356185,2002-07-01,3
2002,8,SC,3810838893.0,9088735.0,419.292552044,2002-08-01,3
2002,9,SC,3339093212.81,8363870.0,399.228253526,2002-09-01,3
2002,10,SC,2813248000.58,7153400.0,393.274247293,2002-10-01,4
2002,11,SC,2643519441.97,6787759.0,389.453933466,2002-11-01,4
2002,12,SC,3118461503.67,8402550.0,371.132751804,2002-12-01,4
2003,1,SC,3495240666.42,8855016.0,394.718729635,2003-01-01,1
2003,2,SC,2976802400.07,7718478.0,385.672201186,2003-02-01,1
2003,3,SC,2801212893.4,7469532.0,375.01852772,2003-03-01,1
2003,4,SC,2380709333.44,7529300.0,316.192651833,2003-04-01,2
2003,5,SC,2853885587.17,7579385.0,376.532606165,2003-05-01,2
2003,6,SC,3250955859.03,8166687.0,398.075236511,2003-06-01,2
2003,7,SC,3643642060.9,9155602.0,397.968594626,2003-07-01,3
2003,8,SC,3744880824.57,9142412.0,409.616283381,2003-08-01,3
2003,9,SC,3249822867.31,7666885.0,423.87786791,2003-09-01,3
2003,10,SC,2919486180.45,6969842.0,418.874083581,2003-10-01,4
2003,11,SC,3081183127.3,6179538.0,498.610596342,2003-11-01,4
2003,12,SC,3489816875.6,7339997.0,475.452084735,2003-12-01,4
2004,1,SC,3803473331.04,9102893.39,417.8312508,2004-01-01,1
2004,2,SC,3376949806.11,8297939.28,406.962462867,2004-02-01,1
2004,3,SC,2926704769.02,7805319.58,374.962836437,2004-03-01,1
2004,4,SC,2853466967.82,6820563.2,418.362367469,2004-04-01,2
2004,5,SC,3473227397.0,7635481.91,454.879919558,2004-05-01,2
2004,6,SC,3699223244.21,8553700.46,432.470515131,2004-06-01,2
2004,7,SC,3995118664.45,9413460.65,424.404882858,2004-07-01,3
2004,8,SC,3899008542.67,9357648.28,416.665429818,2004-08-01,3
2004,9,SC,3206393322.93,7957838.14,402.922661472,2004-09-01,3
2004,10,SC,2855698003.46,7016121.91,407.019438957,2004-10-01,4
2004,11,SC,2936763186.44,7417307.83,395.933842001,2004-11-01,4
2004,12,SC,3607925448.2,8561654.43,421.405170893,2004-12-01,4
2005,1,SC,3550922893.45,8998682.41,394.604757859,2005-01-01,1
2005,2,SC,2986938262.45,7873108.04,379.384894413,2005-02-01,1
2005,3,SC,3191767492.31,8860914.62,360.207453653,2005-03-01,1
2005,4,SC,2778855247.01,7502683.65,370.381503025,2005-04-01,2
2005,5,SC,3449706346.65,7181081.36,480.388144029,2005-05-01,2
2005,6,SC,3660681481.23,8881801.19,412.155305318,2005-06-01,2
2005,7,SC,4162779515.72,10078508.77,413.03526253,2005-07-01,3
2005,8,SC,4150819706.4,10016381.2,414.403128587,2005-08-01,3
2005,9,SC,3726080292.4,8680632.12,429.240663685,2005-09-01,3
2005,10,SC,3194834305.35,7682467.18,415.860456087,2005-10-01,4
2005,11,SC,3081568296.36,7543041.49,408.531266923,2005-11-01,4
2005,12,SC,3694757983.92,9215362.83,400.934618862,2005-12-01,4
2006,1,SC,3264912780.13,8682290.35,376.042800749,2006-01-01,1
