year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,55249453.0,44665378966.6,808.431152551,0.105514018716,1782.26731891
2002,59183420.0,47759078336.1,806.967193449,0.103512082862,1779.03987468
2003,60626858.0,49091568360.8,809.733012403,0.10729428697,1785.13739914
2004,60729560.47,46602324423.8,767.374637048,0.049370025125,1691.75412484
2005,68607827.17,50170964686.1,731.271733207,0.0,1612.16166303
2006,70614880.24,50136364979.8,709.997167868,-0.0290925580357,1565.25975628
2007,72819095.12,49913774152.3,685.448975575,-0.0626617378345,1511.14081155
2008,76328908.58,52718493004.5,690.675315359,-0.0555148189157,1522.66280024
2009,75066809.28,50492050927.5,672.628174979,-0.0801939355299,1482.87607456
2010,72250733.19,48007218398.5,664.45302738,-0.0913732922969,1464.85314416
2011,74605713.62,50740903382.4,680.120877079,-0.0699478098284,1499.39448561
2012,77896566.151,48036177763.3,616.666178458,-0.156720887113,1359.50225703
2013,73691696.32,45102554446.4,612.043916733,-0.163041740928,1349.31201883
2014,70173380.13,43119912199.1,614.476773375,-0.159714856363,1354.67549458
2015,76151260.66,40955621910.6,537.819355263,-0.26454239807,1185.67655061
2016,78129619.759,36954866965.3,472.994327623,-0.353189373875,1042.76329468
2017,16692808.87,6443853905.92,386.025740551,-0.472117240389,851.032347618
