year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,19564821.0,6219046503.85,317.868816886,0.231163813442,700.773593706
2002,22534988.0,6855179621.33,304.201609574,0.178228230651,670.642868467
2003,18971600.0,5978204252.86,315.113340617,0.220491352068,694.698870725
2004,19098846.99,5208737780.77,272.725247943,0.056314550036,601.250081614
2005,18843923.54,4865230455.72,258.185639811,0.0,569.196061527
2006,16816172.72,3579247813.16,212.84556675,-0.175610359639,469.239336458
2007,16128567.49,3509467493.9,217.593254706,-0.157221699605,479.706089325
2008,17094919.46,3581664989.82,209.51634187,-0.18850505387,461.899727286
2009,16365221.7,3505803319.41,214.222781926,-0.170276154463,472.275545035
2010,17040735.64,3659578759.69,214.754740465,-0.168215782172,473.448300828
2011,15998462.14,3145577226.59,196.617474796,-0.238464715,433.462884936
2012,15073138.3,2746983631.13,182.243642728,-0.294137184155,401.774334757
2013,14064399.66,2298435574.88,163.422231339,-0.367035937946,360.280651209
2014,13297884.47,2130471362.33,160.211300311,-0.379472458544,353.201832666
2015,11792616.13,1858000379.58,157.556250377,-0.389755950439,347.348509581
2016,11676137.0,1583618990.62,135.628675016,-0.474685442941,299.006976941
2017,2908826.701,111685165.799,38.3952628599,-0.851288154957,84.6461965008
