fuel category,year,month,generation (MWh),quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),datetime,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,6259013.0,1,65020000.0,63479000.0,6193155000.0,6046374750.0,2001-01-01,6123193906.72,978.300237869,2156.76070441
Coal,2001,2,5351283.0,1,55706000.0,54497000.0,5305996500.0,5190839250.0,2001-02-01,5304999700.96,991.350990213,2185.53239302
Coal,2001,3,5612868.0,1,57793000.0,56356000.0,5504783250.0,5367909000.0,2001-03-01,5572734398.05,992.849715698,2188.83648323
Coal,2001,4,5075934.0,2,52654000.0,51457000.0,5015293500.0,4901279250.0,2001-04-01,5038779455.9,992.680254687,2188.46288948
Coal,2001,5,5475041.0,2,56933000.0,55684000.0,5422868250.0,5303901000.0,2001-05-01,5347118839.76,976.635396842,2153.09039588
Coal,2001,6,5836067.0,2,60985000.0,59629000.0,5808821250.0,5679662250.0,2001-06-01,5943639006.08,1018.43227744,2245.23579884
Coal,2001,7,6398902.0,3,66861000.0,65358000.0,6368510250.0,6225349500.0,2001-07-01,6343267390.98,991.305600708,2185.43232732
Coal,2001,8,6669913.0,3,70084000.0,68652000.0,6675501000.0,6539103000.0,2001-08-01,6638777925.84,995.332011953,2194.30895355
Coal,2001,9,5568936.0,3,60371000.0,59058000.0,5750337750.0,5625274500.0,2001-09-01,5583902037.92,1002.68741424,2210.52467344
Coal,2001,10,5144121.0,4,57157000.0,55630000.0,5444204250.0,5298757500.0,2001-10-01,5083296278.31,988.175876561,2178.53253747
Coal,2001,11,5429074.0,4,56557000.0,55154000.0,5387054250.0,5253418500.0,2001-11-01,5203514194.62,958.453355879,2113.00626837
Coal,2001,12,5442012.0,4,57288000.0,55748000.0,5456682000.0,5309997000.0,2001-12-01,5250652483.75,964.836623614,2127.07882042
Coal,2002,1,5624501.0,1,58680000.0,56955000.0,5589270000.0,5424963750.0,2002-01-01,5464288572.56,971.515263764,2141.80255049
Coal,2002,2,4824455.0,1,50474000.0,48964000.0,4807648500.0,4663821000.0,2002-02-01,4701657122.29,974.546787624,2148.485848
Coal,2002,3,4933123.0,1,52005000.0,50361000.0,4953476250.0,4796885250.0,2002-03-01,4834622546.6,980.032840575,2160.58040033
Coal,2002,4,4723456.0,2,49819000.0,48300000.0,4745259750.0,4600575000.0,2002-04-01,4626652873.34,979.505868867,2159.4186385
Coal,2002,5,5066829.0,2,53081000.0,51495000.0,5055965250.0,4904898750.0,2002-05-01,5049810270.91,996.641147927,2197.19507472
