fuel category,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,32645524.0,328587000.0,324758000.0,31297911750.0,30933199500.0,2001 Q1,30837805846.7,944.625849677,2082.5221482
Coal,2001,2,29459943.0,303309000.0,300241000.0,28890182250.0,28597955250.0,2001 Q2,28437176515.7,965.282808445,2128.0624795
Coal,2001,3,32622050.0,330667000.0,326854000.0,31496031750.0,31132843500.0,2001 Q3,31049059051.8,951.781358063,2098.29718199
Coal,2001,4,29485719.0,299570000.0,295650000.0,28534042500.0,28160662500.0,2001 Q4,27388919833.7,928.887636543,2047.82568352
Coal,2002,1,31933852.0,310677000.0,308941000.0,29591984250.0,29426630250.0,2002 Q1,29283372608.5,917.000949604,2021.6202935
Coal,2002,2,33079597.0,323849000.0,322195000.0,30846617250.0,30689073750.0,2002 Q2,30756440124.8,929.770702007,2049.77248964
Coal,2002,3,35200492.0,353494000.0,351309000.0,33670303500.0,33462182250.0,2002 Q3,32915861672.4,935.096636501,2061.51404483
Coal,2002,4,32739125.0,323439000.0,321732000.0,30807564750.0,30644973000.0,2002 Q4,29950456421.5,914.821529942,2016.81554491
Coal,2003,1,33822396.0,334513000.0,331414000.0,31862363250.0,31567183500.0,2003 Q1,31513716529.1,931.741102231,2054.11643398
Coal,2003,2,30897965.0,313338000.0,310736000.0,29845444500.0,29597604000.0,2003 Q2,28594700738.8,925.455794218,2040.25984393
Coal,2003,3,35163398.0,360733000.0,357697000.0,34359818250.0,34070639250.0,2003 Q3,33017324860.3,938.968550772,2070.05006703
Coal,2003,4,34885379.0,353443000.0,350460000.0,33665445750.0,33381315000.0,2003 Q4,32463268056.8,930.569453087,2051.53341628
Coal,2004,1,32566997.06,332483810.0,329042020.0,31669082902.5,31341252405.0,2004 Q1,30567455910.0,938.602225242,2069.24246577
Coal,2004,2,31106121.44,316988640.0,313655440.0,30193167960.0,29875680660.0,2004 Q2,28768321873.8,924.844388886,2038.91193974
Coal,2004,3,32542048.6,332594010.0,329447660.0,31679579452.5,31379889615.0,2004 Q3,29965891226.2,920.836041841,2030.07513784
Coal,2004,4,31941614.69,322852370.0,319619470.0,30751688242.5,30443754517.5,2004 Q4,28621797251.4,896.06607334,1975.46726529
Coal,2005,1,34977887.79,351143360.0,347408360.0,33446405040.0,33090646290.0,2005 Q1,31695842819.5,906.168005621,1997.73798519
Coal,2005,2,30515219.71,311274650.0,307886570.0,29648910412.5,29326195792.5,2005 Q2,27382500173.5,897.339112538,1978.2738075
Coal,2005,3,36442722.96,375811460.0,372000030.0,35796041565.0,35433002857.5,2005 Q3,33724499859.1,925.411086765,2040.16128188
Coal,2005,4,34889767.69,353618720.0,349870700.0,33682183080.0,33325184175.0,2005 Q4,31821629679.9,912.061953596,2010.7317829
Coal,2006,1,33311172.41,335773810.0,332237450.0,31982455402.5,31645617112.5,2006 Q1,30698029120.8,921.55354795,2031.65695181
Coal,2006,2,30893162.55,314555470.0,311049090.0,29961408517.5,29627425822.5,2006 Q2,28093556554.4,909.37781164,2004.81432354
Coal,2006,3,35412306.25,363741450.0,360036000.0,34646373112.5,34293429000.0,2006 Q3,32975679956.6,931.192668554,2052.90735709
Coal,2006,4,33783515.18,340684910.0,337110750.0,32450237677.5,32109798937.5,2006 Q4,30750286296.0,910.215711187,2006.66155688
Coal,2007,1,32298097.2,328703260.0,325676530.0,31308985515.0,31020689482.5,2007 Q1,29874768570.5,924.969925798,2039.18869841
Coal,2007,2,30756999.12,313574700.0,310943990.0,29867990175.0,29617415047.5,2007 Q2,29020448647.5,943.539665045,2080.12754556
Coal,2007,3,36476841.89,374468800.0,371975420.0,35668153200.0,35430658755.0,2007 Q3,34060972966.6,933.769789318,2058.58887753
Coal,2007,4,33598740.87,346288950.0,343430940.0,32984022487.5,32711797035.0,2007 Q4,31699510044.9,943.473154771,2079.98091701
Coal,2008,1,34996434.62,355133790.0,352105210.0,33826493497.5,33538021252.5,2008 Q1,32242858568.8,921.318383398,2031.13850804
Coal,2008,2,31115484.9,317941900.0,315449950.0,30283965975.0,30046607737.5,2008 Q2,29509332977.9,948.380945139,2090.80063165
Coal,2008,3,32845414.73,337794530.0,335360290.0,32174928982.5,31943067622.5,2008 Q3,31658689966.9,963.869393251,2124.94646436
Coal,2008,4,31736975.76,324389780.0,321480480.0,30898126545.0,30621015720.0,2008 Q4,29850654366.3,940.563921152,2073.56722057
Coal,2009,1,30164511.01,312014600.0,303914520.0,29719390650.0,28947858030.0,2009 Q1,28579371922.5,947.450197785,2088.74870604
Coal,2009,2,25432327.52,264927940.0,258948630.0,25234386285.0,24664857007.5,2009 Q2,23955654793.3,941.937177181,2076.59470081
