year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,1372300146.91,1.19155170595e+12,868.287967927,0.0527679117848,1914.22765409
2002,1353978507.67,1.14825313355e+12,848.058611749,0.0282405454649,1869.63001546
2003,1375120967.0,1.17106508386e+12,851.608776216,0.0325449921125,1877.45670805
2004,1461082294.82,1.21537100951e+12,831.829263704,0.00856304504743,1833.85079476
2005,1489029533.86,1.22810204763e+12,824.766748879,0.0,1818.28077458
2006,1492864692.75,1.20777437551e+12,809.031375296,-0.0190785741598,1783.59056998
2007,1553280296.81,1.23182350575e+12,793.046501834,-0.0384596579433,1748.35031794
2008,1564838038.37,1.22849754616e+12,785.063703739,-0.0481385133359,1730.75144126
2009,1452570968.85,1.11405990655e+12,766.957298775,-0.0700918777136,1690.83406088
2010,1294332938.16,1.07275985935e+12,828.812918004,0.00490583444377,1827.20095903
2011,1387421504.91,1.08565768787e+12,782.500259671,-0.0512465970115,1725.10007247
2012,1403766846.11,1.06295496087e+12,757.216174339,-0.0819026405133,1669.35877795
2013,1428803857.11,1.09094951401e+12,763.540431796,-0.0742347059542,1683.30123594
2014,1425327876.54,1.06631305684e+12,748.11773094,-0.0929341756849,1649.30034963
2015,1414962449.33,1.02464433096e+12,724.1494864,-0.121994809583,1596.45995772
2016,1350279130.44,9.55461026622e+11,707.602602367,-0.142057310956,1559.98069718
2017,296722937.69,2.15787067101e+11,727.234196254,-0.118254709901,1603.26050906
