fuel category,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,74561180.0,757915000.0,734763000.0,72191403750.0,69986175750.0,70411497407.1,944.345266627,2081.90357481
Coal,2002,78828124.0,812648000.0,776667000.0,77404722000.0,73977531750.0,75111956577.9,952.857340331,2100.66929249
Coal,2003,78638490.0,804998000.0,782797000.0,76676059500.0,74561414250.0,74737286873.9,950.390665867,2095.23126197
Coal,2004,79942962.76,823131860.0,793640010.0,78403309665.0,75594210952.5,76134368825.6,952.358609152,2099.56978974
Coal,2005,87182258.76,888013670.0,860958240.0,84583302067.5,82006272360.0,82478999204.6,946.052561355,2085.66747676
Coal,2006,86503986.27,880494020.0,856555910.0,83867055405.0,81586950427.5,82422716074.3,952.819859851,2100.58666303
Coal,2007,90297529.2,922811360.0,900181840.0,87897782040.0,85742320260.0,86081964921.4,953.314732795,2101.67765992
Coal,2008,85491257.59,875355400.0,853893070.0,83377601850.0,81333314917.5,81521654502.3,953.567145933,2102.23412992
Coal,2009,69478196.08,713490760.0,700161890.0,67959994890.0,66690420022.5,68010515458.4,978.875665973,2158.0292932
Coal,2010,73298041.52,757373160.0,740159170.0,72139793490.0,70500160942.5,72096386714.4,983.605908417,2168.4575857
Coal,2011,60159340.25,626350460.0,610165600.0,59659881315.0,58118273400.0,61718154257.5,1025.91142125,2261.72431929
Coal,2012,40715049.31,428718650.0,417315060.0,40835451412.5,39749259465.0,41873169063.0,1028.44451309,2267.30877356
Coal,2013,40232866.28,421311910.0,409980310.0,40129959427.5,39050624527.5,41353948443.3,1027.86483457,2266.0308143
Coal,2014,45295113.34,476589120.0,463943320.0,45395113680.0,44190601230.0,45823348707.6,1011.66208292,2230.310228
Coal,2015,37130629.86,391167260.0,383693760.0,37258681515.0,36546830640.0,38259067126.4,1030.39100793,2271.60001607
Coal,2016,37890026.65,396637640.0,389372440.0,37779735210.0,37087724910.0,38547651694.1,1017.35615153,2242.86337167
Coal,2017,6369319.27,67124820.0,65717350.0,6393639105.0,6259577587.5,6464753986.62,1014.98350335,2237.63263149
Natural Gas,2001,3865873.0,53684000.0,41972000.0,2849009880.0,2227454040.0,2240990776.84,579.685565677,1277.97479809
Natural Gas,2002,6889150.0,71901000.0,64211000.0,3815786070.0,3407677770.0,3459933558.7,502.229383698,1107.2148993
Natural Gas,2003,4276991.0,41191000.0,35849000.0,2186006370.0,1902506430.0,1906993989.7,445.872808641,982.971193929
Natural Gas,2004,6129651.84,55181190.0,48081440.0,2928465753.3,2551682020.8,2569915045.74,419.2595457,924.29959445
Natural Gas,2005,9771034.08,82768150.0,76131630.0,4392505720.5,4040305604.1,4063596028.9,415.881880631,916.853194039
Natural Gas,2006,12960598.33,107616120.0,99728560.0,5711187488.4,5292594679.2,5346811300.76,412.543554288,909.493519784
Natural Gas,2007,16078944.36,135214520.0,126932320.0,7175834576.4,6736298222.4,6762982218.38,420.611084096,927.279195998
Natural Gas,2008,13428411.5,107046250.0,100974220.0,5680944487.5,5358701855.4,5371110739.55,399.981095273,881.79832264
Natural Gas,2009,20505749.28,157365830.0,149552110.0,8351404598.1,7936730477.7,8093833127.17,394.710430555,870.178615202
Natural Gas,2010,23884457.28,187061710.0,180348100.0,9927364949.7,9571073667.0,9787776639.7,409.796903692,903.438253879
Natural Gas,2011,26543604.27,208243560.0,201265820.0,11051485729.2,10681177067.4,11342775607.9,427.326126948,942.08317947
Natural Gas,2012,42538600.93,327493160.0,316070600.0,17380062001.2,16773866742.0,17670139453.7,415.390705557,915.770349471
Natural Gas,2013,40329847.33,299456390.0,288108190.0,15892150617.3,15289901643.3,16191746275.8,401.482954877,885.109322322
Natural Gas,2014,40960797.93,309592010.0,300197930.0,16430047970.7,15931504145.1,16520138888.3,403.315846447,889.150115078
