year,quarter,generation (MWh),final CO2 (kg),index (g/kWh),year_quarter,change since 2005,index (lb/MWh)
2001,1,21661958.58,9420901651.81,434.905348795,2001 Q1,0.0707841742604,958.792331952
2001,2,21797135.51,8844973920.31,405.786068369,2001 Q2,-0.000910654813605,894.595966327
2001,3,24820057.42,10408996897.0,419.3784374,2001 Q3,0.0325552330843,924.561703092
2001,4,20851595.89,7451710781.67,357.368847017,2001 Q4,-0.120119109089,787.855360133
2002,1,24032190.0,8819129908.42,366.971545599,2002 Q1,-0.0964762228835,809.025469427
2002,2,23262801.0,10167125220.9,437.055074363,2002 Q2,0.0760770319452,963.53161694
2002,3,26913014.0,11207455409.1,416.43256341,2002 Q3,0.0253021715704,918.067229295
2002,4,22339972.0,8577578090.22,383.956528245,2002 Q4,-0.0546573520219,846.47056217
2003,1,24030332.42,9276321761.99,386.025528064,2003 Q1,-0.049563249895,851.03187917
2003,2,23262018.02,8431533999.25,362.459266948,2003 Q2,-0.107585942694,799.077699913
2003,3,25952287.19,10640789553.9,410.013555877,2003 Q3,0.00949787828994,903.915885286
2003,4,20476351.7,9494091142.35,463.661265515,2003 Q4,0.141584362453,1022.18762595
2004,1,25188912.26,10110632824.0,401.39219668,2004 Q1,-0.0117288438319,884.909236801
2004,2,22992505.58,9958420814.26,433.115946394,2004 Q2,0.066378471326,954.847415421
2004,3,26711707.08,11104108143.1,415.701928364,2004 Q3,0.0235032687821,916.456471272
2004,4,22977844.18,9399871166.33,409.08412002,2004 Q4,0.00720950632799,901.866850996
2005,1,25711342.62,9736183218.4,378.67268786,2005 Q1,-0.0676667405702,834.821807656
2005,2,23543329.8,9840235966.1,417.962796669,2005 Q2,0.0290697719473,921.440781536
2005,3,28752536.47,12047050642.9,418.990882961,2005 Q3,0.0316010319899,923.707300576
2005,4,24419796.74,9977866539.2,408.597444337,2005 Q4,0.00601125797223,900.793925786
2006,1,25185672.36,9735514712.4,386.549724512,2006 Q1,-0.0482726213435,852.187522659
2006,2,23271578.27,9893242630.22,425.121258018,2006 Q2,0.0466946807842,937.222325427
