year,quarter,generation (MWh),final CO2 (kg),index (g/kWh),year_quarter,change since 2005,index (lb/MWh)
2001,1,8249802.0,8008678384.46,970.772193618,2001 Q1,0.109198958915,2140.16437805
2001,2,8501442.0,8283000928.66,974.305409442,2001 Q2,0.113235991846,2147.95370566
2001,3,8842969.0,8531197260.64,964.743544916,2001 Q3,0.102310658129,2126.87361912
2001,4,8017430.0,7971999103.72,994.333483887,2001 Q4,0.13611995934,2192.10759858
2002,1,7073860.0,7001233947.29,989.733179239,2002 Q1,0.1308636766,2181.96576695
2002,2,8115179.0,8002570141.36,986.12367532,2002 Q2,0.126739477312,2174.00825461
2002,3,7922217.0,8130269381.81,1026.26188879,2002 Q3,0.172601178836,2262.49696002
2002,4,7550450.0,7202875718.69,953.966415074,2002 Q4,0.0899967689599,2103.11435867
2003,1,7796455.0,7272677301.61,932.818479887,2003 Q1,0.0658332547524,2056.49162076
2003,2,8397360.0,7636139443.36,909.350015167,2003 Q2,0.0390183162883,2004.75304344
2003,3,8782461.0,7871345226.98,896.257350529,2003 Q3,0.0240587098211,1975.88895498
2003,4,7759378.0,6846857780.02,882.397761782,2003 Q4,0.00822282009249,1945.33410562
2004,1,7395481.08,6518173613.56,881.372495319,2004 Q1,0.00705135628213,1943.07380318
2004,2,8190430.84,7247982558.37,884.93300291,2004 Q2,0.0111195726355,1950.92329822
2004,3,8940917.67,7966131952.17,890.974757424,2004 Q3,0.0180228480491,1964.24295022
2004,4,8413531.02,7562950248.1,898.903234578,2004 Q4,0.0270818823549,1981.72207095
2005,1,8379142.98,7457113689.58,889.96138476,2005 Q1,0.0168649740279,1962.00886884
2005,2,8452130.87,7361078459.8,870.913923722,2005 Q2,-0.00489854999226,1920.01683624
2005,3,9536667.67,8264487896.79,866.601226211,2005 Q3,-0.00982621440276,1910.5090633
2005,4,8767700.48,7668073896.01,874.582099777,2005 Q4,-0.000707312245327,1928.10369717
