year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,73540181.299,42856183123.9,582.758736338,0.117339657501,1284.74991013
2002,75026477.618,42405388699.8,565.205645342,0.0836846241929,1246.05236572
2003,75331389.194,42602073386.7,565.528843189,0.0843043004843,1246.7648877
2004,78900039.95,40641824966.9,515.105252072,-0.0123742639308,1135.60103872
2005,78943044.96,41173468438.8,521.559162808,0.0,1149.82933033
2006,73168697.724,36340809847.5,496.671540945,-0.0477177348939,1094.96207917
2007,78518284.974,40402115690.7,514.556777495,-0.0134258696071,1134.39187167
2008,72909700.803,35760237724.0,490.472973145,-0.059602422657,1081.2967166
2009,70274447.378,30839900690.0,438.849423093,-0.158581701967,967.487438152
2010,73268119.81,33880673654.4,462.42040525,-0.113388397281,1019.45202541
2011,66964439.748,27979537619.3,417.826800682,-0.198888965094,921.140964782
2012,71242868.766,25031586354.8,351.355676553,-0.326335914298,774.598724528
2013,77350587.511,30454072297.2,393.714815584,-0.24511954988,867.983682437
2014,77729134.214,30287515561.3,389.654611074,-0.252904293779,859.032555574
2015,85053929.577,31499767167.9,370.350521423,-0.28991656588,816.474759529
2016,92470715.45,33336626438.4,360.510095289,-0.308783890693,794.780556075
2017,22962788.311,7049344322.5,306.989910242,-0.411399641434,676.78995612
